feature,importance_mean,importance_std
Composite Volume Fraction (%),1.6121300034190265,0.11377540885918032
Rotational Speed,0.8773465257184175,0.07703066193416641
Plunging Speed,0.5380987143907181,0.04792878689643391
Tool Shape,0.34012343414451973,0.03495026083791702
