feature,importance_mean,importance_std
Plunging Speed,15.39986506426525,1.3868820646838835
Composite Volume Fraction (%),11.832021023126106,0.9078507351451877
Rotational Speed,11.129297737461021,0.813113548553467
Tool Shape,8.338818110672179,0.9295413484469892
