dataset,mode,target,model,train_r2_mean,train_r2_std,train_rmse_mean,train_rmse_std,train_nrmse_mean,train_nrmse_std,train_mae_mean,train_mae_std,test_r2_mean,test_r2_std,test_rmse_mean,test_rmse_std,test_nrmse_mean,test_nrmse_std,test_mae_mean,test_mae_std,gap_r2,gap_rmse,stability_test_r2_std,stability_test_rmse_std
Dataset_0172,single_output,Elongation (%),gradient_boosting,0.8618494250547794,0.08610500131012545,1.1511409625308051,0.2994373260061395,0.07949254174209266,0.02459241364105924,0.8726621918690324,0.2469304761960621,0.6517509633193549,0.2860863549571633,1.6580939716858794,0.7230999782494418,0.15112621871340212,0.06653352842169696,1.273497156246834,0.5697147042922978,0.21009846173542446,0.5069530091550742,0.2860863549571633,0.7230999782494418
Dataset_0172,single_output,Elongation (%),lightgbm,0.9544540005636369,0.009138125669981763,0.6857653081027685,0.07686840867671306,0.04691379422262383,0.004694983465200363,0.5091553431413675,0.061563352314231407,0.7914191716350198,0.10034760914725474,1.335207219329531,0.36650677513470026,0.1214966410362426,0.036227457526368204,1.006260476617655,0.27402466568668754,0.1630348289286171,0.6494419112267625,0.10034760914725474,0.36650677513470026
Dataset_0172,single_output,Elongation (%),xgboost,0.9374510226371752,0.010380170840913446,0.8040699736422351,0.0639154123631483,0.05506369643051997,0.004222296365425304,0.6125833188797155,0.05449090647527652,0.7836582267851084,0.10194364656454773,1.3617882606599034,0.3197549744278025,0.12461740276341988,0.035730793740087634,1.0396587453024728,0.25773600548754455,0.15379279585206673,0.5577182870176683,0.10194364656454773,0.3197549744278025
Dataset_0172,single_output,Hardness (HV),gradient_boosting,0.981287044511859,0.006160097976691283,0.8256099319938508,0.1492343143557659,0.03167314139441967,0.00625062719845111,0.6063865547045405,0.10177591969377651,0.9320015436962543,0.03640683231659043,1.4728809211711067,0.36178394447404855,0.07332967761701496,0.021201215328029047,1.133090071470034,0.2774700398152193,0.04928550081560468,0.6472709891772559,0.03640683231659043,0.36178394447404855
Dataset_0172,single_output,Hardness (HV),lightgbm,0.9905276058668112,0.002741508415388727,0.5887047817042148,0.09920070656743489,0.022568951657875615,0.004065664082326101,0.4360040020812059,0.061639291690177025,0.9412744635611552,0.03280680132839171,1.3730562807728426,0.36067562194738706,0.06860828413046613,0.02212477024893352,1.0596932209828642,0.26913959716673075,0.04925314230565603,0.7843514990686278,0.03280680132839171,0.36067562194738706
Dataset_0172,single_output,Hardness (HV),xgboost,0.9881705203556854,0.0032206752805214807,0.6587464237609203,0.0980584352136073,0.025275095553072585,0.0042425332740441786,0.4969959523315798,0.06845614622995001,0.9496387519103598,0.029015055170705763,1.2668394785964805,0.32880492800731786,0.0633627473111159,0.02028421039620664,0.9433867728097098,0.24416652975177836,0.038531768445325576,0.6080930548355602,0.029015055170705763,0.32880492800731786
Dataset_0172,single_output,Si Particle Size (um),gradient_boosting,0.9878909881334919,0.0033237888578110325,0.10172355825938814,0.015368002748069128,0.027153863211864398,0.003612137440620144,0.06937581574758488,0.010546360873899666,0.9653485578994279,0.01810061297974737,0.1638224277100249,0.055700319023053724,0.05541432093964808,0.014749482919470152,0.11451887594887031,0.03147944772877894,0.022542430234063993,0.06209886945063675,0.01810061297974737,0.055700319023053724
Dataset_0172,single_output,Si Particle Size (um),lightgbm,0.9949170129404935,0.0014655831131058302,0.06560124103360607,0.009472155634257906,0.017674960193406034,0.0033226408059903994,0.045954865141529744,0.006746539699626213,0.9714422089657365,0.018057518942315765,0.14613816047127012,0.05324713383996815,0.04903148506824509,0.01226269863318364,0.10144604535566751,0.0261266994810278,0.023474803974756986,0.08053691943766406,0.018057518942315765,0.05324713383996815
Dataset_0172,single_output,Si Particle Size (um),xgboost,0.9932623359983487,0.0011486236829959205,0.07622835704321991,0.007225375830352716,0.020372606274156057,0.0015864792591586733,0.05415898371427188,0.0044702304045195805,0.9786206553866702,0.008627889648602055,0.1303219334706538,0.03955601455839909,0.0438992631820842,0.008365896989855721,0.09363976706731889,0.01937626210016689,0.014641680611678476,0.054093576427433884,0.008627889648602055,0.03955601455839909
Dataset_0172,single_output,Ultimate Compression Strength (MPa),gradient_boosting,0.9483582079304352,0.030417913532251366,4.180188818451333,1.0814227521884017,0.04980546780128536,0.012614661820649202,3.097484432768247,0.9131795073084382,0.8575755914944116,0.07280474000229263,6.492710505635711,1.5880341211764488,0.1001734769945967,0.027499829375571178,4.946004079575706,1.211068960814947,0.09078261643602359,2.312521687184378,0.07280474000229263,1.5880341211764488
Dataset_0172,single_output,Ultimate Compression Strength (MPa),lightgbm,0.9876118769684206,0.0036648824865821088,2.0908693033896015,0.35270428429642176,0.024951797423943017,0.004370977998358934,1.5479106910290077,0.23758345252629162,0.894812427344705,0.059170797310104835,5.52035048819241,1.44928891173938,0.08517840487198292,0.025229876861824607,4.082725383649396,1.143946165440275,0.09279944962371556,3.429481184802808,0.059170797310104835,1.44928891173938
