feature,importance_mean,importance_std
Plunging Speed,12.973614492355804,1.2305404381479155
Composite Volume Fraction (%),10.154873936381087,0.8391915421222246
Rotational Speed,8.610728226303136,0.7168446972303508
Tool Shape,6.207324709646893,0.7030482875394329
