dataset,mode,target,model,train_r2_mean,train_r2_std,train_rmse_mean,train_rmse_std,train_nrmse_mean,train_nrmse_std,train_mae_mean,train_mae_std,test_r2_mean,test_r2_std,test_rmse_mean,test_rmse_std,test_nrmse_mean,test_nrmse_std,test_mae_mean,test_mae_std,train_Si Particle Size (um)__r2_mean,train_Si Particle Size (um)__r2_std,train_Si Particle Size (um)__rmse_mean,train_Si Particle Size (um)__rmse_std,train_Si Particle Size (um)__nrmse_mean,train_Si Particle Size (um)__nrmse_std,train_Si Particle Size (um)__mae_mean,train_Si Particle Size (um)__mae_std,test_Si Particle Size (um)__r2_mean,test_Si Particle Size (um)__r2_std,test_Si Particle Size (um)__rmse_mean,test_Si Particle Size (um)__rmse_std,test_Si Particle Size (um)__nrmse_mean,test_Si Particle Size (um)__nrmse_std,test_Si Particle Size (um)__mae_mean,test_Si Particle Size (um)__mae_std,train_Hardness (HV)__r2_mean,train_Hardness (HV)__r2_std,train_Hardness (HV)__rmse_mean,train_Hardness (HV)__rmse_std,train_Hardness (HV)__nrmse_mean,train_Hardness (HV)__nrmse_std,train_Hardness (HV)__mae_mean,train_Hardness (HV)__mae_std,test_Hardness (HV)__r2_mean,test_Hardness (HV)__r2_std,test_Hardness (HV)__rmse_mean,test_Hardness (HV)__rmse_std,test_Hardness (HV)__nrmse_mean,test_Hardness (HV)__nrmse_std,test_Hardness (HV)__mae_mean,test_Hardness (HV)__mae_std,train_wear rate__r2_mean,train_wear rate__r2_std,train_wear rate__rmse_mean,train_wear rate__rmse_std,train_wear rate__nrmse_mean,train_wear rate__nrmse_std,train_wear rate__mae_mean,train_wear rate__mae_std,test_wear rate__r2_mean,test_wear rate__r2_std,test_wear rate__rmse_mean,test_wear rate__rmse_std,test_wear rate__nrmse_mean,test_wear rate__nrmse_std,test_wear rate__mae_mean,test_wear rate__mae_std,train_Ultimate Compression Strength (MPa)__r2_mean,train_Ultimate Compression Strength (MPa)__r2_std,train_Ultimate Compression Strength (MPa)__rmse_mean,train_Ultimate Compression Strength (MPa)__rmse_std,train_Ultimate Compression Strength (MPa)__nrmse_mean,train_Ultimate Compression Strength (MPa)__nrmse_std,train_Ultimate Compression Strength (MPa)__mae_mean,train_Ultimate Compression Strength (MPa)__mae_std,test_Ultimate Compression Strength (MPa)__r2_mean,test_Ultimate Compression Strength (MPa)__r2_std,test_Ultimate Compression Strength (MPa)__rmse_mean,test_Ultimate Compression Strength (MPa)__rmse_std,test_Ultimate Compression Strength (MPa)__nrmse_mean,test_Ultimate Compression Strength (MPa)__nrmse_std,test_Ultimate Compression Strength (MPa)__mae_mean,test_Ultimate Compression Strength (MPa)__mae_std,train_Elongation (%)__r2_mean,train_Elongation (%)__r2_std,train_Elongation (%)__rmse_mean,train_Elongation (%)__rmse_std,train_Elongation (%)__nrmse_mean,train_Elongation (%)__nrmse_std,train_Elongation (%)__mae_mean,train_Elongation (%)__mae_std,test_Elongation (%)__r2_mean,test_Elongation (%)__r2_std,test_Elongation (%)__rmse_mean,test_Elongation (%)__rmse_std,test_Elongation (%)__nrmse_mean,test_Elongation (%)__nrmse_std,test_Elongation (%)__mae_mean,test_Elongation (%)__mae_std,gap_r2,gap_rmse,stability_test_r2_std,stability_test_rmse_std
Dataset_0172,multi_output,ALL,ann,0.9033280309327251,0.029887216700714484,2.5521450889485355,0.28939821530186,0.014000027643793272,0.001582912447477528,1.3792538393460856,0.18413083177220224,0.7912285361898741,0.06470993639567191,3.6377158285237017,0.6439336073244188,0.020982898492551513,0.0036115533438245548,1.9701159593790771,0.33070696273148437,0.9664908892797632,0.012246393182384734,0.16771750284182085,0.029649864399206548,0.044863290485833825,0.008028601516211665,0.12277277205682882,0.019865368918480324,0.9391494332785227,0.028014256023213883,0.2158214706218428,0.05963629670083086,0.07389097807504445,0.016046355905462866,0.15977688057919295,0.03896792224150407,0.9290781563433808,0.016242329380961464,1.617444185117898,0.18654179589927958,0.06200099294376612,0.008192099051394926,1.2534659153982028,0.15675651958662734,0.8608677307941872,0.07954263701100911,2.0874924029884507,0.4658806687425649,0.10514462212865197,0.03330496692082286,1.6693860428030638,0.41609891357878087,0.9754593836420752,0.004476873811609737,0.2245952116502245,0.014777450867623897,0.03826098028029931,0.002894799185399088,0.18357779078119127,0.013493693006807733,0.9532729050809244,0.0171920364023724,0.29398749628538867,0.05094540371363389,0.0627306345567984,0.011481601123376333,0.24347334625247968,0.04052636842328184,0.9243175478993478,0.01642908729462318,5.196781314352579,0.5857489603255052,0.06199402801283042,0.007067430073924264,4.089916689998762,0.5894721889124427,0.8129348592634469,0.0976760527063011,7.462390409112126,1.4805858887188386,0.11630731186207866,0.034963798200251146,5.977869258655331,1.369048534747243,0.7212941774990582,0.11779603239030292,1.6664238250671424,0.363990616904271,0.1144486209807524,0.026641681880493297,1.2465360284954428,0.2754540701800632,0.3899177525322889,0.31335345609727216,2.295707509797319,0.6359956782279658,0.2099117433899477,0.06790192838448364,1.8000742686053193,0.5326566959808744,0.11209949474285097,1.0855707395751661,0.06470993639567191,0.6439336073244188
Dataset_0172,multi_output,ALL,elasticnet,0.7712826068595873,0.013754192793523612,4.096106858550828,0.16716735344457548,0.022474036984536497,0.0010356573114205575,2.149641127990433,0.08547459729265644,0.7007539486034908,0.06196631719137721,4.392666918140003,0.6281342558266487,0.025355996143749945,0.0036771370160783036,2.3123208230687124,0.2834197828984135,0.850656577400419,0.009927453192970255,0.3596005090304525,0.014111541353043478,0.09635237593631128,0.0062012277379373615,0.27257629635773484,0.013036849860109898,0.8154413966657816,0.06906782210949634,0.38014744783521814,0.10183281041379602,0.12859141408220773,0.020989746052336885,0.2964741362100522,0.060485587761589917,0.9232001503958165,0.01195249217990066,1.6891094173357164,0.13277900833841114,0.06474464235044636,0.006395361832065639,1.3761541121907481,0.09715178888968574,0.8981273103300819,0.06700518887149154,1.7809762406908132,0.41096948295122543,0.08978962884144495,0.03029493751421637,1.4861276048759535,0.3171640080922164,0.9547885672878331,0.003079068306151779,0.30603969923206975,0.00959052867763223,0.052103371757525524,0.0017428014470342403,0.22555759516758278,0.006055347776476787,0.94658736175866,0.020381095537031397,0.31773907770148624,0.07989299371829287,0.0665491209022709,0.010837329022388376,0.24060965556722824,0.04201376888491832,0.7944006070346639,0.026535668842920634,8.592514178851722,0.39455011882076224,0.10258919679227657,0.006941391073327262,6.814036359747182,0.3506819544827171,0.7158001371593141,0.14035351646447608,9.193872308267965,1.4695767914692806,0.14288332885304736,0.03827545206184275,7.302737302756554,1.2229371165649532,0.33336713217920333,0.057174181240001544,2.6326936496286253,0.14254340262343565,0.18036320250669285,0.010604679443682466,2.059881276488917,0.1450977705716838,0.12781353710361643,0.25937498048297586,2.810542266802737,0.5363758032459728,0.25271476135460685,0.044146380283228294,2.2356554159337736,0.39700201817628666,0.07052865825609644,0.29656005958917575,0.06196631719137721,0.6281342558266487
Dataset_0172,multi_output,ALL,extra_trees,0.8173140158259238,0.018897024181769466,3.102363811377954,0.16003269586146204,0.017017152107221295,0.0008634812907322343,1.8425498050315086,0.12026216369688371,0.6015375641706817,0.08788726979424448,4.773930809369052,0.5610144765328637,0.0276065981967827,0.003577607586103132,2.8237568736098804,0.33475877967385453,0.9104598185965351,0.021211090966879852,0.27686902279462655,0.034020463911229044,0.07396456709099061,0.007928180830754007,0.19257002180723198,0.022625027306227005,0.8051555411607483,0.10615863566912674,0.38184475734158063,0.10681410246040582,0.13005644200687738,0.030371908368184406,0.2803296155607089,0.08114616438215001,0.8080878494601192,0.027001761504181047,2.672187289050853,0.1802707753545737,0.10225935456738895,0.007036834728727026,2.1824263661509273,0.16322574908600557,0.5627785775713491,0.1770882610024619,3.768116575118472,0.5461408873726341,0.18812248680770943,0.040867333455724665,3.206279280617972,0.5046225081734356,0.9201526248470341,0.012657161516475102,0.4059909689350418,0.03513848930405893,0.0690340436322268,0.004915198351929645,0.31436711326355116,0.0258264088263546,0.8409070204178338,0.06439284075854214,0.5397102591323996,0.09947021100181805,0.11443800082214932,0.01951631240878942,0.43811239740864444,0.07404484530585122,0.899678108391728,0.01453026626249568,6.000181655158765,0.35429235257206115,0.07160280228248056,0.0049958309618581475,4.917016230933006,0.3525213300801485,0.6980423191329902,0.1210680727965518,9.518025714507342,1.320343915300866,0.14803095625226867,0.03406041745888141,7.972307628497671,1.3033547039979994,0.5481916778342029,0.050034449983881284,2.165838893701548,0.13358852463324827,0.14834607832885,0.009128194816920066,1.6063692930028248,0.1150978724457389,0.10080436257048676,0.30706570305325126,2.829742363815314,0.5066217115818855,0.25692479159498993,0.05517837228597212,2.221755445964406,0.4775525484150728,0.21577645165524206,1.6715669979910976,0.08788726979424448,0.5610144765328637
Dataset_0172,multi_output,ALL,gpr,0.9713153950890735,0.007773354649414116,1.315678945121539,0.2028932053117712,0.007220266441665113,0.001130914025853067,0.7142187404313007,0.1065237760842528,0.8542005738477628,0.04324435213482645,2.959497423328264,0.47488186715810204,0.017102503737798303,0.0028017280580724386,1.5678143600312417,0.19373598120531357,0.9916395632404548,0.002761206055351993,0.08400159233895053,0.013560202757975405,0.02250127712385812,0.0036937884163035,0.059227564442976346,0.008926951548909547,0.9550395015980245,0.02359073805670909,0.18404946166634303,0.0571970329827093,0.0625414010421388,0.015831234245328216,0.127505104578587,0.03264085690252667,0.9827715036627391,0.005503750419582059,0.7931099356832755,0.13724955643266748,0.030326194039688358,0.005093788769656433,0.6085711664350728,0.09990217142414161,0.9183371553691709,0.04720705201312879,1.6059018593755763,0.3595500011103941,0.0806794873917827,0.025397761452617476,1.2847177397029328,0.26844494197827373,0.9934497832834822,0.0014232058609780199,0.11586004181609029,0.012601164575247781,0.0197398100771008,0.0023228002688605765,0.09499887571196065,0.011225930323685955,0.9695123540476618,0.010818978575368048,0.2362013572255049,0.04333215052514153,0.05028620023024653,0.009017578638170726,0.19745857232267328,0.038171255663844585,0.9797554608773319,0.007135952283927488,2.658512489176474,0.4270807062519186,0.03174655903629284,0.005367637371585255,2.0772423141300247,0.33129954269989914,0.8721860472231038,0.06481084443447657,6.081514003685617,1.0832585052934613,0.09510870285697169,0.026918257813202232,4.699500632081653,0.7321877816032355,0.9089606643813596,0.024216916441576985,0.9630314810828878,0.12295906161807038,0.0660652704200902,0.009219066915700683,0.7310537814364692,0.10028032662703153,0.5559278110008531,0.2007900677405895,1.9578381529128241,0.3729081984482054,0.17865145358270346,0.04348503432384052,1.529889751470363,0.2866009082069001,0.11711482124131067,1.6438184782067249,0.04324435213482645,0.47488186715810204
Dataset_0172,multi_output,ALL,gradient_boosting,0.9546352831567241,0.018726522645502418,1.9838738321176737,0.4691426839116303,0.01087654199295134,0.002531068544857707,0.9458043113394655,0.19762684189750085,0.8777807183691493,0.060708128000154175,3.0895499500376182,0.7276884023940913,0.017792831554751594,0.00397284956310587,1.5181853709844253,0.3144334115151707,0.9878239333791785,0.0033215856608667976,0.10200663354123683,0.015362404319721877,0.027227953720180248,0.0036011565604391056,0.06939801543503826,0.010581292670391726,0.9656274346873076,0.018140540571599605,0.16323617077376887,0.055858873882561014,0.0552036412486428,0.014813263043354176,0.11398600051470664,0.03148654082180114,0.9813347079240965,0.0061551240017745845,0.8245865782557823,0.14920672450996753,0.0316351030174501,0.006256020932541256,0.605282133981804,0.1017711441078561,0.9322616168608379,0.03639514179397635,1.4694014757967029,0.3583828380902922,0.07317205115366193,0.021128501280903426,1.129683139089071,0.27223533696426927,0.9941496873793028,0.001234574827709828,0.1096524119485463,0.011954829013584044,0.018655316998271818,0.0019017675474985536,0.07947010757724535,0.008069781522141075,0.9833166714660851,0.009839171901722597,0.17272469626458897,0.04912512931047178,0.036432829592197236,0.00902490241745444,0.13022211292253577,0.03457953934522257,0.9483824584104891,0.03041342102575134,4.179544193976668,1.0827885695397508,0.04979531364325446,0.012618863239203434,3.1005121981080874,0.915655943943278,0.8569283499419271,0.07498685602977614,6.4947910777778475,1.6085636374143144,0.10024858403013628,0.027912217246952534,4.9428070771116825,1.23089158875881,0.861485628690554,0.08591602859590354,1.1535555511275053,0.29984435140216875,0.0796515708789308,0.02459204134440752,0.8743591015951523,0.24702675442703476,0.6507695188895891,0.2852948352073807,1.6617764316414603,0.7190249809539034,0.15149428484921315,0.06616785960775091,1.2742285252841308,0.5684407166360347,0.0768545647875748,1.1056761179199446,0.060708128000154175,0.7276884023940913
Dataset_0172,multi_output,ALL,lightgbm,0.984865085933599,0.0022098083497672557,1.0232341469940225,0.14366739675313037,0.0056124635614419,0.0007907898178966273,0.5201813971995137,0.05348463238108809,0.916135386306914,0.026447544287115505,2.63100345591005,0.622996703177996,0.015160685435695025,0.003451460930591968,1.2777635949257298,0.25044585987957013,0.9949170129404935,0.0014655831131058302,0.06560124103360608,0.009472155634257904,0.017674960193406034,0.0033226408059903985,0.04595486514152976,0.00674653969962621,0.9714422089657365,0.018057518942315765,0.14613816047127015,0.053247133839968146,0.04903148506824509,0.012262698633183638,0.10144604535566751,0.026126699481027794,0.9905276058668112,0.002741508415388727,0.5887047817042148,0.0992007065674349,0.022568951657875615,0.004065664082326102,0.4360040020812059,0.06163929169017703,0.9412744635611552,0.03280680132839171,1.3730562807728426,0.36067562194738706,0.06860828413046612,0.022124770248933518,1.0596932209828642,0.2691395971667307,0.9968149333286328,0.0005974841375621968,0.08089515417977365,0.007554249447994378,0.013784817107147547,0.0014126877717270565,0.06188208460445801,0.005529356369981296,0.9817286600279536,0.00928964993777811,0.18395086000521524,0.059420176514837206,0.038464636868894904,0.00926609815029805,0.13869284802306553,0.036724298966627676,0.9876118769684206,0.0036648824865820975,2.0908693033896015,0.35270428429642164,0.024951797423943017,0.004370977998358933,1.5479106910290077,0.23758345252629154,0.894812427344705,0.059170797310104835,5.52035048819241,1.44928891173938,0.08517840487198292,0.025229876861824607,4.082725383649396,1.143946165440275,0.9544540005636369,0.009138125669981763,0.6857653081027685,0.07686840867671305,0.04691379422262383,0.004694983465200363,0.5091553431413675,0.061563352314231407,0.7914191716350198,0.10034760914725474,1.335207219329531,0.36650677513470026,0.1214966410362426,0.036227457526368204,1.0062604766176553,0.27402466568668754,0.06872969962668496,1.6077693089160274,0.026447544287115505,0.622996703177996
Dataset_0172,multi_output,ALL,linear_regression,0.7796822284475503,0.014022680213815076,4.070473029174096,0.1684009781338838,0.02233344853638132,0.0010413809190613764,2.1142218492707583,0.0865720963951194,0.7029484752475146,0.0704502936165477,4.375205548024248,0.6746217011679276,0.02525868300863422,0.003991135655866619,2.280261167138542,0.2806471346687444,0.871094461654688,0.00918837023805249,0.3341273944455479,0.015254854234544597,0.08949036485763556,0.00550370906509932,0.269756865717451,0.013670276178309168,0.8233606678389376,0.06690306054497305,0.36719787776228957,0.06310585617222847,0.1263627553076222,0.019706482210878052,0.3001055704126332,0.04853126580765907,0.9270036833672503,0.012006029532307968,1.646163152419114,0.1390241011324205,0.06309958168133346,0.006538646026200596,1.3113575545272167,0.09292450471274454,0.8991002357334726,0.08103868894016575,1.7381922570640271,0.4950280239700666,0.0881023572469391,0.035271358268895346,1.427598086155322,0.34079384028595805,0.9669637303172177,0.0024728348918308177,0.2617265179104641,0.012651501342667524,0.04453371738937355,0.0015955818779945234,0.19798855184056705,0.008499679983036556,0.9584319155774611,0.012060812576286183,0.28031650461052376,0.049680521549531155,0.05920031500907283,0.006914629578397874,0.21281542816574855,0.03635804715306645,0.7966994400959548,0.026359797599704193,8.544196151024135,0.39681412890170387,0.10201269178427098,0.006943364283850896,6.763823352039757,0.3454646944721329,0.7150498886088663,0.1501440851760503,9.156580077549322,1.5748620818587582,0.14237517911266295,0.03994247876624062,7.252685989117783,1.211006009606403,0.3366498268026411,0.057443544732994185,2.626166663662379,0.14342247110105108,0.17991557210527845,0.01064676581082573,2.0281829222287984,0.15020757674493673,0.11879966847883518,0.3019589059892903,2.811029766884864,0.554028957674828,0.2531302728034992,0.04777288763518593,2.208100761841224,0.40410552529097904,0.07673375320003573,0.3047325188501526,0.0704502936165477,0.6746217011679276
Dataset_0172,multi_output,ALL,random_forest,0.8327755681981036,0.013204507460101456,2.9720840299643525,0.15499492249785907,0.01630465264414421,0.0008754723925495564,1.7150705117603076,0.08617561158888866,0.665627814977823,0.07789989886941082,4.4326739433821984,0.6879714719013109,0.025619229949643666,0.004138764482013289,2.532183886058584,0.3528224328523919,0.9231141052223677,0.016706773262865876,0.25675882054578475,0.028078154382376697,0.06856077274727915,0.005986731309420971,0.1733096998730717,0.016997768757913572,0.8538489195897867,0.06570667164571213,0.33652409131730854,0.10591320215418276,0.1135416789928234,0.025608507923612054,0.23969117006061197,0.06932366256176775,0.8381280088322728,0.024065333267830603,2.45323442360986,0.1687981759983889,0.09383515179606416,0.00588800497934316,1.9877368289849584,0.1304602670850808,0.6738533800842066,0.12218757911479398,3.2829402488973387,0.5573865017361118,0.162795017186027,0.03198632147044376,2.714665247217839,0.5046456812686344,0.9300353928804489,0.009608050325840917,0.38001637502312613,0.024204564279018962,0.06464341969024032,0.003216360487589612,0.2847771993764252,0.019019533560109183,0.8738648190483568,0.051790386958589854,0.48441909549571177,0.12628312821377552,0.10181064534708265,0.02074900972641797,0.37717082016860787,0.08582338811817602,0.906913955703932,0.014546952791135952,5.777042597280508,0.3698318363294678,0.0689643530850744,0.005414767088612155,4.577024073238779,0.2920004829458132,0.7321056366912201,0.12681756354411522,8.890862686674465,1.622492857244955,0.13806269662641912,0.035055838995894734,7.2454517384262855,1.4581624526796642,0.5656863783514965,0.04191806051871728,2.1233776427229234,0.10258351766735795,0.1455130487688367,0.00860436994731345,1.552504757328303,0.08600811929613045,0.19446631947554502,0.2576392880825204,2.6904860875929626,0.511918180115328,0.24297896440888242,0.04763230943085519,2.0839404544195768,0.4469244423577239,0.16714775322028064,1.460589913417846,0.07789989886941082,0.6879714719013109
Dataset_0172,multi_output,ALL,ridge,0.7794498792345855,0.014015016635554869,4.072878855336198,0.16829343083129902,0.022346642622679477,0.0010408686638417135,2.119895112243697,0.08626859735972273,0.7044136195846937,0.06826039843520072,4.374237974297049,0.6583527781805503,0.025251959541179238,0.0038839338738391586,2.2845602285568156,0.28114970257716604,0.8708358499578108,0.009201982425033874,0.3344622157462169,0.015256880201556048,0.08958010971460069,0.005507949002744611,0.2690654021576998,0.013675063219417413,0.8252690381496596,0.06430005049347308,0.3659819882596704,0.06529724312605345,0.1256938957476321,0.01869635917467338,0.2984024738247748,0.047944356393509954,0.9267274087709033,0.011997610100998778,1.649327398948859,0.13851556603484974,0.06322074751832533,0.0065259595293081585,1.3226634348506994,0.09613915389834386,0.899866738408983,0.07676557548145277,1.7405891152779938,0.4697312198731674,0.08811121773341293,0.033852326020715404,1.4362521406275623,0.33130932221347903,0.9666765964003382,0.0024778877741036503,0.26285919028245347,0.012566120061750646,0.044727003747129034,0.0015864884962231822,0.19896644583911485,0.008233041864426385,0.9585449781632112,0.012468357463498829,0.2800261563296054,0.052152973145070704,0.059039802153290716,0.006781384763670799,0.21298555915375053,0.03578184432637154,0.7964611317486445,0.026379404539039142,8.549214754060518,0.39659358027592995,0.10207256510876465,0.006943170011901912,6.775701732516612,0.3469944677502558,0.7159996808080549,0.1468379791054128,9.15652826784871,1.5380910444706573,0.14235872018582796,0.03938411113576645,7.264592660605655,1.2128604657421465,0.3365484092952311,0.057422350229021306,2.6263702097777144,0.14338308961767138,0.17992949697543917,0.01064401537142428,2.0330785458543597,0.14900578459475966,0.12238766239355979,0.29296774287430466,2.808166683231227,0.550384899145733,0.2527844811565716,0.046978944628944086,2.210568308572336,0.4021670194932705,0.0750362596498918,0.30135911896085155,0.06826039843520072,0.6583527781805503
Dataset_0172,multi_output,ALL,svr_rbf,0.7215818822488812,0.010721869146796967,7.182102049652625,0.20399225632616955,0.03939252881467196,0.0009394253590865437,3.232445358495539,0.0909125215903762,0.6060568069635343,0.061414315197541064,7.552482889530056,1.2041477281904125,0.043538249946407086,0.006551865208637756,3.6792377942836314,0.5016151342926864,0.9689444551490428,0.008504259748854909,0.16265386266212828,0.02143974398766701,0.0433940985228363,0.00451086275206968,0.10285802236310446,0.006727397406751446,0.9194771209104552,0.04425376310390081,0.24900200575112652,0.0968944583558925,0.08267699170324544,0.021165884492481215,0.1673645338817023,0.04973220779737064,0.7925550930616418,0.01917388195002758,2.782419602062893,0.1195263182956623,0.10649707798499693,0.0051012586963880575,2.0614314312223097,0.09439361705605871,0.6971269933792911,0.06984771598377124,3.217733495654744,0.5270199225814586,0.15825352318529762,0.021165507557442197,2.5786711005966954,0.46497662747364843,0.9780448903435519,0.00440625027584477,0.2123970737548929,0.021363107043371885,0.03608275637242026,0.0027809791352678744,0.14962140223156986,0.007719408617101905,0.9340206687372438,0.02813945533053539,0.3515404694032005,0.0985564267621024,0.0735534597350437,0.014206076438386367,0.274194719546355,0.05822188535683609,0.3211610485246673,0.020307353671491897,15.663724891180438,0.467320389731197,0.1868253475172888,0.006545331264221025,12.417472238675243,0.4505351111940112,0.16238153208962214,0.2850030965244483,16.343341258781834,2.8097593643126015,0.24978776317784296,0.04844878268960769,13.474733592848256,2.465210741135818,0.5472039241655023,0.04260190757287785,2.169657580315245,0.12634475725627023,0.14851918418370202,0.006888847756729902,1.4308436979854644,0.09041973685720461,0.317277719701059,0.19503951939371117,2.5148651784525695,0.5837877996897934,0.22367924849448081,0.03930487979155689,1.9012250245451492,0.449546504112384,0.11552507528534695,0.37038083987743153,0.061414315197541064,1.2041477281904125
