dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae,train_Si Particle Size (um)__r2,train_Si Particle Size (um)__rmse,train_Si Particle Size (um)__nrmse,train_Si Particle Size (um)__mae,test_Si Particle Size (um)__r2,test_Si Particle Size (um)__rmse,test_Si Particle Size (um)__nrmse,test_Si Particle Size (um)__mae,train_Hardness (HV)__r2,train_Hardness (HV)__rmse,train_Hardness (HV)__nrmse,train_Hardness (HV)__mae,test_Hardness (HV)__r2,test_Hardness (HV)__rmse,test_Hardness (HV)__nrmse,test_Hardness (HV)__mae,train_wear rate__r2,train_wear rate__rmse,train_wear rate__nrmse,train_wear rate__mae,test_wear rate__r2,test_wear rate__rmse,test_wear rate__nrmse,test_wear rate__mae,train_Ultimate Compression Strength (MPa)__r2,train_Ultimate Compression Strength (MPa)__rmse,train_Ultimate Compression Strength (MPa)__nrmse,train_Ultimate Compression Strength (MPa)__mae,test_Ultimate Compression Strength (MPa)__r2,test_Ultimate Compression Strength (MPa)__rmse,test_Ultimate Compression Strength (MPa)__nrmse,test_Ultimate Compression Strength (MPa)__mae,train_Elongation (%)__r2,train_Elongation (%)__rmse,train_Elongation (%)__nrmse,train_Elongation (%)__mae,test_Elongation (%)__r2,test_Elongation (%)__rmse,test_Elongation (%)__nrmse,test_Elongation (%)__mae
Dataset_3772,multi_output,ALL,linear_regression,42,0,0.7467149864497811,4.354248024820391,0.02369014159314685,2.2602866200049876,0.447180326343443,4.513164529837939,0.025851555331870422,2.3698609205301637,0.8977089248949432,0.06754940699754701,0.08443675874693375,0.052441132076278874,0.9487152799168368,0.04565526631047141,0.08614201190654983,0.036615600531654954,0.8567872039044147,1.9675186300941103,0.09837593150470551,1.5684609963125022,0.8809915037960501,2.1745639140650304,0.1359102446290644,1.7268325525430797,0.9225412507926398,0.19117001540769898,0.06612591331985437,0.1451769089746841,0.946064922525177,0.14890560115147197,0.0861223835462533,0.1300558116715338,0.7214673343556011,9.086016121652943,0.12743360619429092,7.245343609596263,0.6489268629705415,9.402167889765938,0.20090102328559692,7.555270834678101,0.33507021830130646,2.8860789816600785,0.2055611810299201,2.2900104530652095,-1.1887969374913911,2.9477998306942115,0.4211142615277445,2.40052980322645
Dataset_3772,multi_output,ALL,linear_regression,42,1,0.7015236714248139,4.298178673985431,0.024449252980576968,2.2076564113456505,0.7062138667640221,4.953090886775278,0.02694973005481951,2.6062198990243326,0.9339102422908696,0.05474781961258414,0.06843477451573017,0.0434870540209822,0.7768930408854746,0.09162033347790673,0.17619294899597446,0.06307364276894316,0.866822459303293,2.0366594145218424,0.09698378164389726,1.5743024244340469,0.9119392938451668,1.5929802456634452,0.10619868304422968,1.2524962713562442,0.9367928828271518,0.1788377385300624,0.06186016552406171,0.1384663615018391,0.8525393982020468,0.20201517474187064,0.14953010713683987,0.15083449408692992,0.6555656571343418,9.009246617351012,0.1586134967843488,7.140822594312301,0.7929925544896944,10.221783286395615,0.14336301944453878,8.409362444815867,0.11452711556841311,2.6499458719056546,0.22082882265880457,2.1412036224590847,0.196705046397727,3.9489115753379735,0.3164191967418248,3.1553326420936787
Dataset_3772,multi_output,ALL,linear_regression,42,2,0.7566946648420522,3.893680656061361,0.021184334363772366,2.126242445968266,0.22917213889057958,6.44429797074213,0.040108906272123795,2.692320523004765,0.9101425105872862,0.05533295901975816,0.08783009368215583,0.04674690811089913,0.7992145812199893,0.1078005951727266,0.1608964107055621,0.08892597901015406,0.8533893349984552,1.9881486611879373,0.11045270339932985,1.5146409007655122,0.8974612968632936,1.8738803125556172,0.11711751953472607,1.6025391886389773,0.9141118724579341,0.18279960940465195,0.07038875987857217,0.1444256302048922,0.9337825268520356,0.18937482405762995,0.08671008427547162,0.1384912238419918,0.8118199992715627,7.981085457370865,0.11193668243156894,6.700177181836523,-1.3490331418388317,14.005630667344734,0.5386781025901821,9.28970950270572,0.29400960689502276,2.849001166468645,0.20292031100204022,2.225221608923505,-0.1355645686435889,2.815720169050608,0.33520478202983434,2.3419367208269812
Dataset_3772,multi_output,ALL,linear_regression,42,3,0.7324971931829769,4.666574889447825,0.025390798680275453,2.3665140619111935,0.33354226731049214,2.762432029521509,0.01571349277315989,1.6805844875977178,0.9091589575773517,0.06459596800869899,0.0817670481122772,0.049116966840253365,0.6920503449255941,0.060147983993151785,0.1718513828375765,0.04344387560845094,0.9410984103374995,1.4458496295616587,0.06884998236007898,1.2560267351210561,-1.1149399764429009,3.716430129490155,0.530918589927165,2.661802670051366,0.9354427435012725,0.17734269702176414,0.06349541604789266,0.13178047084279074,0.7028604011300568,0.20739226411711228,0.15928745323894947,0.176288871089052,0.6838763104813619,9.879631192166572,0.13856425234455222,7.978601376623423,0.8925887474442281,4.519575977506325,0.1024963369431075,3.6697872929156574,0.1929095440173988,3.0251263243575015,0.21546483791720095,2.4170447601284413,0.4951518194954825,1.9672580749873871,0.23759155495016754,1.851599728324062
Dataset_3772,multi_output,ALL,linear_regression,42,4,0.768987994473162,4.126623153295556,0.022451703772010643,2.040590184739579,0.5559576731624591,5.345698881750023,0.0314600922890185,3.0866186573204892,0.9172730259954924,0.0625697442192913,0.07821218027411413,0.04502883866391304,0.8421371951199753,0.06876624483444341,0.1250295360626244,0.06402151300812522,0.8840093797287809,1.9957770855750767,0.09503700407500365,1.5776378096621324,0.811230502195354,1.8928201234025293,0.1261880082268353,1.6626668370982227,0.954083456724748,0.14446044992204776,0.04996902453201237,0.109318883866415,0.8262718769854225,0.29970924183051406,0.12857539332068382,0.254577228299791,0.719331835620217,8.655069782320487,0.12138947801291006,6.564910313723433,0.6823742826282162,11.038124298929443,0.2164338097829303,10.263189387364216,0.37024227429657197,2.495385809839374,0.19995078604482164,1.9060550777820022,-0.3822254911166718,4.167129970072427,0.4134057509992487,3.188638320832091
Dataset_3772,multi_output,ALL,linear_regression,123,0,0.7267693184349104,4.5371707293295245,0.024685368494719934,2.2593243409834356,0.6899080871705771,4.035296519041064,0.02296696937416656,2.299585945623872,0.9439340222211984,0.05129133701617957,0.06411417127022447,0.03832472943076307,0.6860309787457398,0.09993822547982051,0.19987645095964102,0.07969680508886205,0.8785440711443011,1.9883446428811782,0.09468307823243706,1.5230431495664856,0.8669814101831398,1.898960461230419,0.11170355654296582,1.700728646988539,0.9420267163551073,0.17133632516325728,0.05926541859676834,0.12819454116443935,0.8408115491492877,0.22893398129122003,0.13708621634204793,0.17904942274086,0.6899886473912844,9.521453601006826,0.13354072371678577,7.315987601021021,0.7475317729422677,8.314344547267552,0.14637930540964,7.206954743229085,0.17935313506266137,2.878543225808773,0.22418560948666455,2.2910716837344687,0.30818472483244974,2.9362076701467514,0.24468397251222931,2.331500110072016
Dataset_3772,multi_output,ALL,linear_regression,123,1,0.7289075444114914,4.362184712187312,0.024659043031019286,2.2271883561472174,0.6737566966677917,4.551422640455968,0.02476964702288962,2.546318107972856,0.9118169691747954,0.0653811594545426,0.08172644931817825,0.050267436536310786,0.8356128690691664,0.057174780436297805,0.17325691041302368,0.047896201492267816,0.8855072530291586,1.8883909105005618,0.0944195455250281,1.451204540304099,0.7655362411366514,2.4397763197323328,0.17426973712373806,2.23651840977796,0.9313998050740013,0.18448686226001462,0.06381420347976985,0.13579511850123263,0.903824173037328,0.1688019973767305,0.11538072274554373,0.15108550222065759,0.6914796141848157,9.125159835682108,0.1416950285043806,7.129820859434179,0.7431306457438771,9.455227880832537,0.15811417860923974,8.098346396669404,0.22433408059468551,2.875831177283927,0.2048312804333281,2.3688538259602665,0.12067955435193556,2.862103146575954,0.30975142278960544,2.197744029703991
Dataset_3772,multi_output,ALL,linear_regression,123,2,0.7596902137333857,4.220795746796004,0.022964068263307966,2.2350240308511653,0.5556306790084097,4.986063680470629,0.029331511738753042,2.4226752202158637,0.9057011237364395,0.06405080553229206,0.08006350691536507,0.04680215860722928,0.9225633577684729,0.059337987091562336,0.09570643079284248,0.053131422558225165,0.8559946781477186,2.0676791621831065,0.09846091248490983,1.6386079982634973,0.9478113274301341,1.4120270206900998,0.08306041298177058,1.2130082181458894,0.9453010952580033,0.1577098784813576,0.05455201607795143,0.1262432190686083,0.8718576128609816,0.2569056351080572,0.10794354416304924,0.19269474578896467,0.7460543192375984,8.80327340901553,0.12346807025267223,7.184446813576774,0.42265795246545224,10.503241943686296,0.24889198918687913,8.407515240485873,0.34539985228716885,2.6969777414339466,0.19209243172606455,2.179019964739717,-0.3867368554829922,3.4529294796895553,0.38884340987494986,2.2470264741003665
Dataset_3772,multi_output,ALL,linear_regression,123,3,0.7234157720659743,4.656901808809097,0.025338167521677446,2.3811977851336885,0.5933556459613009,2.762548360772595,0.015822155559980497,1.5632931255918159,0.8933235678934889,0.06428393477336862,0.081372069333378,0.050058088878930374,0.9408185650348946,0.06198112768486002,0.09535558105363082,0.043062590778204034,0.9032454757773606,1.7219817922622325,0.08199913296486822,1.4678849844905852,0.7409064411075292,2.9662443855896763,0.19774962570597843,1.6948774345734523,0.9205779193119606,0.18652431051006127,0.06678278213750853,0.1414701720136725,0.948470680859547,0.17262772890433487,0.08165928519599565,0.13633331819801484,0.647103641114199,9.83802314463795,0.15182134482465973,7.878807702239802,0.9245025564456281,4.8098069099062855,0.07745260724486772,4.092690393541929,0.25282825623286254,2.939868679797005,0.2093923561108978,2.3677679780454524,-0.5879200136410947,2.4883482411906255,0.4231884763929636,1.849501890867479
Dataset_3772,multi_output,ALL,linear_regression,123,4,0.7658188601350338,3.539409728869182,0.019256853802335046,1.9288883360658489,0.5424959133510561,7.105497295913531,0.04019628497999395,3.397950126459475,0.9065328700214603,0.06230353945884952,0.0958515991674608,0.04892569308859879,0.8988421746971567,0.06974118866347101,0.10409132636338958,0.05533386844335403,0.8888302647671631,1.8934600377007698,0.09965579145793525,1.422503483963461,0.7941241692062588,2.2057633787058495,0.1378602111691156,1.825580828434395,0.9243786768504282,0.18139705911555712,0.06984869430710708,0.1404865620388041,0.936364486986878,0.18410234711180368,0.08429594647976361,0.14951891466041342,0.826902408898483,7.218268235583811,0.10123798366877716,6.105779568745673,-0.002734642929339559,15.301670518414221,0.33856998602531746,11.623787957491414,0.28245008013763384,2.6290173610640477,0.19217963165672866,1.9267463724927076,0.08588337879432628,3.659943833806396,0.3177034577956941,3.3355290632678005
