dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_0136,single_output,Si Particle Size (um),linear_regression,2024,0,0.9072070930885416,0.24438169819217598,0.07405506005823514,0.19383926181057926,0.9419858647351274,0.1749645930635443,0.07989250824819374,0.15704958390696866
Dataset_0136,single_output,Si Particle Size (um),linear_regression,2024,1,0.9301989202351715,0.23026992139134472,0.06977876405798325,0.18229952656253856,0.8279093145080141,0.23028683759602792,0.12793713199779327,0.20224938665300787
Dataset_0136,single_output,Si Particle Size (um),linear_regression,2024,2,0.9385728207288249,0.2166981905755457,0.06566611835622597,0.17057340615676167,0.5861960732349127,0.30339785968261007,0.23338296898662317,0.25393246692444754
Dataset_0136,single_output,Si Particle Size (um),linear_regression,2024,3,0.9339738159901328,0.17143156218738748,0.07827925214035958,0.1418372403767361,0.855051990214555,0.4541368858242495,0.13761723812856047,0.39219348508467616
Dataset_0136,single_output,Si Particle Size (um),linear_regression,2024,4,0.9227266061636986,0.23599142958243585,0.07151255441891996,0.18924468197166205,0.9023978349706913,0.2130141951467876,0.11211273428778296,0.1772526932305515
Dataset_0136,single_output,Si Particle Size (um),linear_regression,99,0,0.9248416729754311,0.23529464454194915,0.07151812904010613,0.1946802921866447,0.8843956414969332,0.21720154930112753,0.11431660489533027,0.15609638113523222
Dataset_0136,single_output,Si Particle Size (um),linear_regression,99,1,0.9301353131997637,0.21723217095118372,0.06582793059126779,0.16738969065438994,0.7702801393389249,0.29444231253929815,0.1479609610750242,0.2582917688647615
Dataset_0136,single_output,Si Particle Size (um),linear_regression,99,2,0.9171091257117487,0.2115587623147579,0.08136875473644535,0.17393873434758192,0.9000020762750848,0.3033118689186462,0.09784253836085362,0.22505979912888072
Dataset_0136,single_output,Si Particle Size (um),linear_regression,99,3,0.9262016493951807,0.2399573796713369,0.0727143574761627,0.1898178858093991,0.833968843893821,0.19040951412175813,0.1360067958012558,0.1625274191761112
Dataset_0136,single_output,Si Particle Size (um),linear_regression,99,4,0.9251670392455247,0.21214240553990163,0.06428557743633383,0.1666233133627856,0.8984636817893128,0.3110126755758921,0.12958861482328837,0.2762395559319898
Dataset_0136,single_output,Si Particle Size (um),ridge,42,0,0.9110820800999032,0.24532927491686551,0.07434220452026229,0.1988965721712488,0.9606097098270724,0.15860136542639852,0.07552445972685644,0.13488492448497735
Dataset_0136,single_output,Si Particle Size (um),ridge,42,1,0.9179367121739392,0.23824006076113263,0.07219395780640384,0.1858423988427176,0.9362634697956009,0.18969608418992798,0.09076367664589856,0.1718780309061176
Dataset_0136,single_output,Si Particle Size (um),ridge,42,2,0.9304025334111491,0.18584345108262978,0.0844742959466499,0.1594733137268008,0.7672825321768051,0.4662626502000414,0.17594816988680811,0.3352767980544716
Dataset_0136,single_output,Si Particle Size (um),ridge,42,3,0.9219172841010772,0.2327737740159074,0.07075190699571654,0.18991837096315806,0.7476129158517363,0.21792195363117597,0.15565853830798282,0.1613228079579471
Dataset_0136,single_output,Si Particle Size (um),ridge,42,4,0.9452750989675881,0.20401059767698776,0.06182139323545084,0.16153816082954425,0.630460613692418,0.3343154353417169,0.1966561384363041,0.31562473334513186
Dataset_0136,single_output,Si Particle Size (um),ridge,123,0,0.9292349654846978,0.22597012282165957,0.0684757947944423,0.17455226814534708,0.8591838665984464,0.2631804240761254,0.1315902120380627,0.24709789491975068
Dataset_0136,single_output,Si Particle Size (um),ridge,123,1,0.9269662009658479,0.23163077770281443,0.07019114475842862,0.1879380165913899,0.8184862100374959,0.24406179138116849,0.18773983952397577,0.20586783178188645
Dataset_0136,single_output,Si Particle Size (um),ridge,123,2,0.9330925568568387,0.2164052502825374,0.06557734857046588,0.16944501959279867,0.8576644196192493,0.28185532739988045,0.1416358429145128,0.24547193893835165
Dataset_0136,single_output,Si Particle Size (um),ridge,123,3,0.9070427090498602,0.2326558707418023,0.07071607013428642,0.1890769289534499,0.9528798616558378,0.22119677447877872,0.08507568249183799,0.161778670633461
Dataset_0136,single_output,Si Particle Size (um),ridge,123,4,0.9234007583104796,0.21710538176691144,0.08350206991035057,0.1789972415272017,0.8724676012222605,0.3189052857357612,0.11389474490562901,0.21221476747753548
Dataset_0136,single_output,Si Particle Size (um),ridge,7,0,0.9175240252253675,0.20776780867515074,0.0865699202813128,0.17450155843730894,0.8853607388580362,0.34931241543635067,0.1164374718121169,0.2545360180625059
Dataset_0136,single_output,Si Particle Size (um),ridge,7,1,0.9274474952461524,0.21432359645193613,0.06514395028934229,0.1672708176015491,0.9013217911695072,0.28685456788876795,0.11952273662031997,0.24849625781125353
Dataset_0136,single_output,Si Particle Size (um),ridge,7,2,0.9173137175874521,0.23862774624570485,0.0723114382562742,0.19546408613054223,0.9334369115373542,0.18894324624607986,0.09447162312303993,0.15035325010586018
Dataset_0136,single_output,Si Particle Size (um),ridge,7,3,0.9272844592669854,0.22957649103809533,0.06956863364790768,0.18270095403116032,0.8717775540282399,0.22929894567662532,0.1152256008425253,0.1827485955668207
Dataset_0136,single_output,Si Particle Size (um),ridge,7,4,0.9278454204700224,0.2362794533468495,0.07159983434753016,0.1864654434301227,0.8348545196437921,0.2039768371702716,0.13598455811351437,0.17853019691418856
Dataset_0136,single_output,Si Particle Size (um),ridge,2024,0,0.9060422833580657,0.24591075056887818,0.07451840926329642,0.19217836451110024,0.9391126626155814,0.17924487650787435,0.08184697557437186,0.16146635559079092
Dataset_0136,single_output,Si Particle Size (um),ridge,2024,1,0.9292793718523227,0.23178172836489808,0.07023688738330246,0.18454136052607203,0.8372566073826586,0.2239453845828403,0.12441410254602236,0.19238977782261982
Dataset_0136,single_output,Si Particle Size (um),ridge,2024,2,0.9376936166765194,0.21824347584252485,0.06613438661894692,0.1731154080413802,0.6326519891463039,0.2858604382727621,0.21989264482520163,0.24350790462221505
Dataset_0136,single_output,Si Particle Size (um),ridge,2024,3,0.9324962018370888,0.17333920025558555,0.07915031975140893,0.14191642355680176,0.8412249456054849,0.4753043448704916,0.14403161965772474,0.3974584092151397
Dataset_0136,single_output,Si Particle Size (um),ridge,2024,4,0.9217605421319817,0.23746201787799018,0.0719581872357546,0.1897999687907847,0.8948820218702059,0.22106364130280515,0.11634928489621324,0.19092210208844612
Dataset_0136,single_output,Si Particle Size (um),ridge,99,0,0.9238203770425271,0.23688791184560054,0.07200240481629197,0.1948192092334329,0.9064956012641983,0.19534029338176354,0.10281068072724396,0.14425910028345112
Dataset_0136,single_output,Si Particle Size (um),ridge,99,1,0.9289494912448859,0.21906796815380733,0.06638423277388102,0.1708499872288206,0.8025307843502749,0.2729924577460085,0.13718213957085856,0.2383459510992655
Dataset_0136,single_output,Si Particle Size (um),ridge,99,2,0.9160732606152108,0.2128765547205347,0.08187559796943644,0.17184676366888324,0.8875154182896581,0.3216921123893381,0.103771649157851,0.24115782897447585
Dataset_0136,single_output,Si Particle Size (um),ridge,99,3,0.9252785524448824,0.2414534534918636,0.07316771317935261,0.1876798654197673,0.8242861089901297,0.19588306767077793,0.1399164769076985,0.16855922023864198
Dataset_0136,single_output,Si Particle Size (um),ridge,99,4,0.9240700985446085,0.21369159618211628,0.06475502914609585,0.16619335110729863,0.8870797487945391,0.32798448589090407,0.13666020245454336,0.2916618162790222
Dataset_0136,single_output,Si Particle Size (um),elasticnet,42,0,0.8918796457990186,0.2705256554194581,0.08197747133922974,0.20765037226964433,0.9547608023242425,0.16996902332705582,0.08093763015574086,0.14683743824519818
Dataset_0136,single_output,Si Particle Size (um),elasticnet,42,1,0.8991599204549826,0.2640930210064113,0.080028188183761,0.19570468001391006,0.9286402364621522,0.2007200972401741,0.09603832403836081,0.16779383600448056
Dataset_0136,single_output,Si Particle Size (um),elasticnet,42,2,0.9035931937565387,0.21872800608692997,0.09942182094860452,0.17779582198798055,0.6065738090264556,0.6062444427149287,0.22877148781695428,0.45294438251966074
Dataset_0136,single_output,Si Particle Size (um),elasticnet,42,3,0.9030720480008161,0.2593469296860769,0.07882885400792612,0.2075144965464522,0.8378517202719866,0.17467212077888541,0.12476580055634671,0.13698754797344867
Dataset_0136,single_output,Si Particle Size (um),elasticnet,42,4,0.9282056154159544,0.23367135359456845,0.07080950108926316,0.18111338883012415,0.6816245768634461,0.3103100414984503,0.18253531852850022,0.29069986213551235
Dataset_0136,single_output,Si Particle Size (um),elasticnet,123,0,0.9126961312572838,0.25099114794105093,0.07605792361850029,0.1921241101448611,0.8392841154571662,0.2811620986361896,0.1405810493180948,0.24274065446607132
Dataset_0136,single_output,Si Particle Size (um),elasticnet,123,1,0.9100859816313335,0.2570088171771094,0.07788145975063922,0.1966515306697233,0.7919941264438894,0.2612659309382409,0.20097379302941612,0.2236273322698795
Dataset_0136,single_output,Si Particle Size (um),elasticnet,123,2,0.912646960171073,0.24726895170475302,0.07492998536507668,0.19503209230859778,0.905715259455881,0.22939831037066538,0.1152755328495806,0.19265972880767143
Dataset_0136,single_output,Si Particle Size (um),elasticnet,123,3,0.8836442496877678,0.26029523146170935,0.0791170916296989,0.1923665496284355,0.9506427181043008,0.22638681466495886,0.08707185179421496,0.18610212752327443
Dataset_0136,single_output,Si Particle Size (um),elasticnet,123,4,0.9020031897085419,0.24556378800561207,0.09444761077138927,0.18741516567512637,0.7957947027336691,0.4035384813525015,0.14412088619732197,0.25683988558946147
Dataset_0136,single_output,Si Particle Size (um),elasticnet,7,0,0.8936019470353413,0.2359833548998159,0.09832639787492327,0.18725691841290468,0.8145985617414522,0.44422590632069375,0.14807530210689793,0.30784650095311794
Dataset_0136,single_output,Si Particle Size (um),elasticnet,7,1,0.9053945023125135,0.24473831776051785,0.07438854643176836,0.17269416567921755,0.8833444347612768,0.3118917393169751,0.12995489138207295,0.2649111982366851
Dataset_0136,single_output,Si Particle Size (um),elasticnet,7,2,0.8987082709139458,0.26411386379272483,0.0800345041796136,0.20624135262637103,0.9342824978863433,0.18773928706885082,0.09386964353442541,0.1473228495846828
Dataset_0136,single_output,Si Particle Size (um),elasticnet,7,3,0.9079062488084992,0.25836214182872214,0.0782915581299158,0.20661004438223285,0.9355449204999715,0.1625730686812995,0.0816950093875877,0.12999386017345432
Dataset_0136,single_output,Si Particle Size (um),elasticnet,7,4,0.9123312757103381,0.26044519578240455,0.07892278660072866,0.19720374609175909,0.8255871745510802,0.20962193033381749,0.1397479535558783,0.18473608437776615
Dataset_0136,single_output,Si Particle Size (um),elasticnet,2024,0,0.8859438504625937,0.270938449631318,0.0821025604943388,0.2030863515722126,0.9044364459303025,0.22455845206477454,0.10253810596565048,0.1944724111983701
Dataset_0136,single_output,Si Particle Size (um),elasticnet,2024,1,0.9128130303365838,0.2573545991705121,0.07798624217288247,0.20124252318340977,0.8632699959012111,0.20526851811323205,0.11403806561846223,0.1652138947940537
Dataset_0136,single_output,Si Particle Size (um),elasticnet,2024,2,0.9217560405358549,0.2445684370724538,0.07411164759771327,0.18966443116863954,0.7403685204393122,0.24032219560039353,0.18486322738491812,0.21782481791669
Dataset_0136,single_output,Si Particle Size (um),elasticnet,2024,3,0.898385673664024,0.2126719214744554,0.09711046642669197,0.17228885166175553,0.7428530652693622,0.6048829249080415,0.18329785603273988,0.44697844358542455
Dataset_0136,single_output,Si Particle Size (um),elasticnet,2024,4,0.9038414840462436,0.2632540818355468,0.07977396419258995,0.19991137343440124,0.8711970269838972,0.24470439164832314,0.12879178507806482,0.22036149609747643
Dataset_0136,single_output,Si Particle Size (um),elasticnet,99,0,0.9056595337685023,0.2636164451818896,0.08012657908264122,0.20559787387188133,0.9395509462576557,0.15706179919838067,0.08266410484125299,0.14800550417477487
Dataset_0136,single_output,Si Particle Size (um),elasticnet,99,1,0.9078900974299661,0.2494298615487584,0.07558480652992679,0.1995862386970259,0.8662003469084361,0.22471312617814793,0.11292116893374268,0.18074200708357474
Dataset_0136,single_output,Si Particle Size (um),elasticnet,99,2,0.8923088268310588,0.24113914208925208,0.09274582388048158,0.18289220556936409,0.8123733883762541,0.41547139816580186,0.1340230316663877,0.28935492008087543
Dataset_0136,single_output,Si Particle Size (um),elasticnet,99,3,0.9098250507337162,0.26524898848394346,0.08037848135877075,0.194216841806397,0.7955798219023287,0.2112787068115017,0.15091336200821548,0.18392426395199843
Dataset_0136,single_output,Si Particle Size (um),elasticnet,99,4,0.9024364898755219,0.24222821754406126,0.07340249016486705,0.1733152648282552,0.8245290012525384,0.40885570084430517,0.17035654201846048,0.3538742301305648
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,42,0,0.9661001194227058,0.1514794822849891,0.045902873419693666,0.11126757064083373,0.9038405596509561,0.24780399030362135,0.11800190014458159,0.17074447300905754
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,42,1,0.9707684202158176,0.14218915661225348,0.04308762321583439,0.10822455662085223,0.9296808444608898,0.19925121618082048,0.09533551013436387,0.19168586403255125
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,42,2,0.979403608090559,0.10109882766262683,0.04595401257392128,0.0883324544852326,0.46080733936835605,0.7097217626764745,0.26781953308546214,0.463941668801825
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,42,3,0.9634399492994442,0.15927953798428052,0.048413233429872506,0.11516808393271312,0.9044424919758598,0.13409106135137505,0.09577932953669646,0.10636287566408727
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,42,4,0.9801046457965708,0.12300876931749515,0.037275384641665195,0.09321274642130134,0.7590918091624506,0.2699304289889013,0.15878260528758903,0.23344778824553045
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,123,0,0.9490802731944578,0.19168348323844667,0.05808590401165051,0.11356340552353075,0.9168744989947395,0.20220622098976715,0.10110311049488357,0.1524901559223598
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,123,1,0.9577745725396933,0.17612513809478558,0.053371253968116844,0.12002333734374976,0.8857979320172682,0.19358957496188955,0.14891505766299198,0.1874634572073089
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,123,2,0.9791637834765881,0.12076470009956744,0.03659536366653559,0.09526756144524774,0.9062659735944811,0.22872737512977004,0.11493837946219601,0.17856299345496782
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,123,3,0.9620261296903427,0.14870128378136782,0.04519795859616044,0.09970508854264785,0.9055008171348091,0.31324888794632694,0.12048034151781807,0.24487444491254481
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,123,4,0.9749032530869439,0.12427022069172639,0.04779623872758708,0.10030759111291164,0.7878020011115431,0.41136003413680045,0.14691429790600016,0.24866524666886655
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,7,0,0.9710572442519995,0.12307914496237868,0.051282977067657776,0.09506679413473741,0.7815481271509386,0.48219779361141807,0.16073259787047273,0.29769009921271206
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,7,1,0.9517338044219739,0.17480961541132375,0.05313362170556954,0.11185370353071879,0.9031435494096003,0.2841943346002021,0.11841430608341752,0.2403528031276881
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,7,2,0.9664919053709172,0.15190744979699333,0.04603256054454344,0.11321854250110847,0.9553682889425981,0.15471642041717668,0.07735821020858834,0.12049396854290721
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,7,3,0.977983517373481,0.12632455093771808,0.03828016695082366,0.10205138318303578,0.9024205333176646,0.20003189502113092,0.10051854021162358,0.157056924273325
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,7,4,0.9657406372413165,0.1628109639386014,0.04933665573897012,0.11423022911034984,0.9495045605920578,0.1127907761002054,0.07519385073347025,0.09914707718080207
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,2024,0,0.9706488446709444,0.13744339960975177,0.04164951503325812,0.10305117068725002,0.7441215894925891,0.3674515481862854,0.16778609506223077,0.2806440962093698
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,2024,1,0.9662633956117396,0.16008728029120656,0.04851129705794138,0.10505201704305579,0.9198754777625703,0.15713508330025905,0.08729726850014391,0.13372968126994722
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,2024,2,0.9820843497569196,0.11702840504379897,0.035463153043575446,0.09549233294282747,0.7894351934466104,0.21642533667700276,0.16648102821307906,0.1243147218229006
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,2024,3,0.9770433713342946,0.10108500535600576,0.04615753669224008,0.08785463413073474,0.640841336428859,0.714864651441952,0.21662565195210667,0.4766035765669491
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,2024,4,0.9711580182035499,0.14417627042515516,0.04368977891671368,0.10908003274756867,0.9293064092898258,0.18128790927286326,0.09541468909098066,0.15843401934012483
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,99,0,0.9631596259486941,0.16473485796495627,0.05007138539968276,0.11736852648214834,0.9669795101404237,0.1160827186150223,0.061096167692116995,0.09552107575194184
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,99,1,0.9763728226027791,0.1263284609585132,0.038281351805610056,0.09655984612752443,0.8945141083996064,0.19952537555405964,0.10026400781611038,0.1487383197362897
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,99,2,0.9812586460064732,0.10059540404673896,0.038690540017976525,0.09010767049544867,0.7832599193433817,0.4465432500935254,0.14404620970758886,0.34483512427586216
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,99,3,0.9602084448410865,0.17620013609213409,0.05339398063398003,0.11830216891215191,0.8647354393750172,0.17186437454724776,0.12276026753374839,0.14816331767917718
Dataset_0136,single_output,Si Particle Size (um),svr_rbf,99,4,0.9194806874002592,0.22005490544346257,0.06668330467983714,0.12218542234894407,0.8877354501482878,0.32703083506486497,0.13626284794369375,0.2927197768573345
Dataset_0136,single_output,Si Particle Size (um),gpr,42,0,0.9577920781958863,0.1690252989203729,0.051219787551628156,0.1310140318568681,0.9501804138258583,0.17836613007629376,0.08493625241728274,0.1620649616844252
Dataset_0136,single_output,Si Particle Size (um),gpr,42,1,0.9605160534504669,0.16525347945690058,0.05007681195663654,0.13696682533649124,0.9231308639229695,0.20832440861019647,0.09967675053119449,0.17940425343984154
Dataset_0136,single_output,Si Particle Size (um),gpr,42,2,0.9983027907647071,0.029021391988681356,0.013191541813036979,0.019221024458007916,0.6813441103413977,0.5456034545106262,0.20588809604174577,0.36034478968280126
Dataset_0136,single_output,Si Particle Size (um),gpr,42,3,0.9520891121183049,0.1823365369889903,0.055421439814282776,0.1524618791950451,0.9127050531504871,0.1281627958649809,0.09154485418927205,0.11410806764767079
Dataset_0136,single_output,Si Particle Size (um),gpr,42,4,0.9836810304582969,0.11140549218649395,0.033759240056513325,0.08571336190673069,0.5698609916217543,0.36068698918403597,0.21216881716708003,0.31603289387445443
Dataset_0136,single_output,Si Particle Size (um),gpr,123,0,0.9628164726926783,0.16380115244986845,0.049636712863596506,0.12488478638987709,0.9111190449601537,0.20908926266124808,0.10454463133062404,0.18809833430893583
Dataset_0136,single_output,Si Particle Size (um),gpr,123,1,0.9618318627983258,0.167449864947509,0.05074238331742697,0.1271680915945101,0.8390867764969927,0.22979514541365048,0.17676549647203885,0.20819810828278124
Dataset_0136,single_output,Si Particle Size (um),gpr,123,2,0.9758298869733005,0.13006783665527732,0.03941449595614464,0.10819006083938328,0.8231454082972055,0.31417938092891845,0.15787908589392888,0.23840324044331587
Dataset_0136,single_output,Si Particle Size (um),gpr,123,3,0.9999884515251674,0.002593191579007538,0.0007882041273579144,0.0018933554476163663,0.9002324767222115,0.32186229735184846,0.1237931912891725,0.25956261791060015
Dataset_0136,single_output,Si Particle Size (um),gpr,123,4,0.9999999999550001,5.262163211804927e-06,2.0239089276172796e-06,3.7127557300825044e-06,0.9359994470454214,0.2259140890846385,0.08068360324451376,0.18697834173609948
Dataset_0136,single_output,Si Particle Size (um),gpr,7,0,0.9356388264445473,0.1835382168058086,0.07647425700242023,0.15064174960590362,0.9275948560053795,0.27760804228133273,0.0925360140937776,0.20190817585195642
Dataset_0136,single_output,Si Particle Size (um),gpr,7,1,0.951348636753076,0.1755057259915027,0.05334520546854186,0.14309813300557467,0.9438680174239443,0.21634971727377306,0.09014571553073876,0.1822087593899126
Dataset_0136,single_output,Si Particle Size (um),gpr,7,2,0.9547055649966194,0.17661461121759475,0.053519579156846894,0.13869836278263323,0.9553837039182608,0.1546897000006396,0.0773448500003198,0.13444865145352244
Dataset_0136,single_output,Si Particle Size (um),gpr,7,3,0.9751170108393207,0.13429661610449048,0.04069594427408803,0.11332630840450357,0.7876695418822753,0.29507076158503287,0.14827676461559441,0.21195819925477435
Dataset_0136,single_output,Si Particle Size (um),gpr,7,4,0.9624591664089277,0.17042996830012708,0.05164544493943245,0.13761652098414798,0.8777132676796158,0.17552427069195217,0.11701618046130143,0.14904417371931794
Dataset_0136,single_output,Si Particle Size (um),gpr,2024,0,0.999442842095233,0.01893653158655325,0.005738342905016136,0.014201815927481895,0.724112863789545,0.3815478274081138,0.17422275224114786,0.22998391665086532
Dataset_0136,single_output,Si Particle Size (um),gpr,2024,1,0.9676237758747672,0.15682642454873297,0.04752315895416151,0.1164059342686172,0.8250193481296054,0.2322124222469045,0.12900690124828026,0.2125063848142823
Dataset_0136,single_output,Si Particle Size (um),gpr,2024,2,0.9746381530919668,0.1392404559763106,0.04219407756857897,0.11412890925934105,0.5844147398290862,0.30405018838742354,0.23388476029801814,0.21237675047568572
Dataset_0136,single_output,Si Particle Size (um),gpr,2024,3,0.9367758829334134,0.16775445804600708,0.0766002091534279,0.13817526489171955,0.8579223246658485,0.4496178768573772,0.1362478414719325,0.37656230248830447
Dataset_0136,single_output,Si Particle Size (um),gpr,2024,4,0.9619636360952272,0.1655696514820886,0.050172621661238974,0.13310538873917602,0.9099207314044334,0.20464033848397753,0.1077054413073566,0.17189488096528996
Dataset_0136,single_output,Si Particle Size (um),gpr,99,0,0.9996751626258984,0.015468795063964515,0.004701761417618394,0.010582201772757566,0.968624691495234,0.11315397556214789,0.05955472398007783,0.09903873407134879
Dataset_0136,single_output,Si Particle Size (um),gpr,99,1,0.9997567934041174,0.01281689890310608,0.003883908758516994,0.01028605993454874,0.7956438586759768,0.2777120950475265,0.13955381660679725,0.19413082320924896
Dataset_0136,single_output,Si Particle Size (um),gpr,99,2,0.9958455587006775,0.04736242939664391,0.018216318998709197,0.036578198477599605,0.8775828718177417,0.33559463334159195,0.10825633333599742,0.2699476599316013
Dataset_0136,single_output,Si Particle Size (um),gpr,99,3,0.9703207157311551,0.15217296225550944,0.046113018865305895,0.11370523690991016,0.7129427285101289,0.25036759933091784,0.17883399952208415,0.23336306637164178
Dataset_0136,single_output,Si Particle Size (um),gpr,99,4,0.9488168834955643,0.1754463704099935,0.05316556679090712,0.13983132499821985,0.9302509624941037,0.257772446350369,0.10740518597932042,0.2270941415716159
Dataset_0136,single_output,Si Particle Size (um),random_forest,42,0,0.9312957246114718,0.21564858349457156,0.06534805560441563,0.14931682552566497,0.9364177887965153,0.20150236397056315,0.09595350665264911,0.16777040178571395
Dataset_0136,single_output,Si Particle Size (um),random_forest,42,1,0.9378832342651469,0.2072739636011017,0.06281029200033385,0.15338426817435427,0.8975690837399513,0.24048040040496763,0.11506239253826203,0.1921853028585161
Dataset_0136,single_output,Si Particle Size (um),random_forest,42,2,0.9339791963590649,0.1810051573390123,0.08227507151773285,0.1391677162014234,0.52617949458729,0.66530848507408,0.25105980568833214,0.539258756613757
Dataset_0136,single_output,Si Particle Size (um),random_forest,42,3,0.9363124888734675,0.2102246950782729,0.06389808361041731,0.15551341356918952,0.3341829033195477,0.35395242478055744,0.252823160557541,0.2555123223733937
Dataset_0136,single_output,Si Particle Size (um),random_forest,42,4,0.9392023664699473,0.2150322372145513,0.06516128400440949,0.1576000255013193,0.8960072241208791,0.17734855214960932,0.10432267773506432,0.1519153287981862
Dataset_0136,single_output,Si Particle Size (um),random_forest,123,0,0.9343381032834635,0.2176698971586129,0.06596057489654937,0.1559771096595204,0.8329240536070794,0.28667138178063367,0.14333569089031684,0.23435502389971144
Dataset_0136,single_output,Si Particle Size (um),random_forest,123,1,0.9455059206513727,0.2000824419282689,0.06063104300856634,0.1449317378215656,0.8156366327954443,0.24597008880081062,0.1892077606160082,0.21453049130763371
Dataset_0136,single_output,Si Particle Size (um),random_forest,123,2,0.9374269578487454,0.2092783059679009,0.06341766847512148,0.15677953612479487,0.9623558259911478,0.14495005876750788,0.0728392255113105,0.11918476001511688
Dataset_0136,single_output,Si Particle Size (um),random_forest,123,3,0.906845313020544,0.23290276364119722,0.07079111356875296,0.1521240503557746,0.8838987211552342,0.3472114296653243,0.1335428575635863,0.31707183106575937
