train_size,train_rmse_mean,train_rmse_std,test_rmse_mean,test_rmse_std
17,0.4635034083716703,0.11465494845285219,2.246684933399983,0.27438396268388743
25,0.6222292420476759,0.1294332847572045,2.043266623638107,0.1928613347787481
33,0.7333746148883438,0.11859099051401509,1.9301948203506634,0.29449112914897857
41,0.7697101571937861,0.09948333579716824,1.8019587934478234,0.354750193035268
49,0.7898436434449877,0.12689679139723128,1.6596990228252462,0.39106941195773104
57,0.7882024761675391,0.05603871118403795,1.5860435147037824,0.34993953930348043
