feature,importance_mean,importance_std
Rotational Speed,5.469878234075536,0.429232281359078
Composite Volume Fraction (%),3.081184949938076,0.22693381108091612
Tool Shape,3.04157728978098,0.2352878030090182
Plunging Speed,2.9076195514993355,0.24396914214190013
