feature,importance_mean,importance_std
Composite Volume Fraction (%),1.0427876523148383,0.09302318153648391
Rotational Speed,0.6965950101642668,0.06493619370088789
Tool Shape,0.24397181094593498,0.025707795236935404
Plunging Speed,0.22863688569685603,0.026908003557098152
