dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae,train_Si Particle Size (um)__r2,train_Si Particle Size (um)__rmse,train_Si Particle Size (um)__nrmse,train_Si Particle Size (um)__mae,test_Si Particle Size (um)__r2,test_Si Particle Size (um)__rmse,test_Si Particle Size (um)__nrmse,test_Si Particle Size (um)__mae,train_Hardness (HV)__r2,train_Hardness (HV)__rmse,train_Hardness (HV)__nrmse,train_Hardness (HV)__mae,test_Hardness (HV)__r2,test_Hardness (HV)__rmse,test_Hardness (HV)__nrmse,test_Hardness (HV)__mae,train_wear rate__r2,train_wear rate__rmse,train_wear rate__nrmse,train_wear rate__mae,test_wear rate__r2,test_wear rate__rmse,test_wear rate__nrmse,test_wear rate__mae,train_Ultimate Compression Strength (MPa)__r2,train_Ultimate Compression Strength (MPa)__rmse,train_Ultimate Compression Strength (MPa)__nrmse,train_Ultimate Compression Strength (MPa)__mae,test_Ultimate Compression Strength (MPa)__r2,test_Ultimate Compression Strength (MPa)__rmse,test_Ultimate Compression Strength (MPa)__nrmse,test_Ultimate Compression Strength (MPa)__mae,train_Elongation (%)__r2,train_Elongation (%)__rmse,train_Elongation (%)__nrmse,train_Elongation (%)__mae,test_Elongation (%)__r2,test_Elongation (%)__rmse,test_Elongation (%)__nrmse,test_Elongation (%)__mae,train_Temperature (°C)__r2,train_Temperature (°C)__rmse,train_Temperature (°C)__nrmse,train_Temperature (°C)__mae,test_Temperature (°C)__r2,test_Temperature (°C)__rmse,test_Temperature (°C)__nrmse,test_Temperature (°C)__mae,train_Strain__r2,train_Strain__rmse,train_Strain__nrmse,train_Strain__mae,test_Strain__r2,test_Strain__rmse,test_Strain__nrmse,test_Strain__mae
Dataset_0136,multi_output,ALL,linear_regression,42,0,0.8216614771218794,4.350049656315892,0.01013525083018614,2.692330119293144,0.5912757575861292,5.182546442876062,0.012248987102046945,3.480637186868337,0.9121906651298551,0.24379515569894428,0.073877319908771,0.19890112521992484,0.9534036062609659,0.1724997559832661,0.08214274094441243,0.14037104703783787,0.943105463510265,1.264496094950516,0.05747709522502345,1.0979531818658035,0.9278547798544697,1.6122595973207317,0.10401674821424076,1.2527036858814249,0.9166898285705078,0.28095028864999816,0.06802670427360731,0.22561967167250782,0.941007749194849,0.22247172594960196,0.09006952467595218,0.1937159751967379,0.7485697629441721,7.93914559066234,0.12805073533326355,6.173680460319779,0.6834099278761163,8.931934924485816,0.1900411686060812,7.9702036481135465,0.3094352797085198,2.4962705554024436,0.2228812995895039,1.8221595953618812,-1.2592865671292062,2.485718356445932,0.4285721304217124,2.0842821754832905,0.9533004643804573,6.480431080066722,0.057860991786310025,5.9914065160429555,0.9298265713194005,8.291641591988538,0.07273369817533806,7.9123103634379675,0.9683388756093794,4.4120084078706014,0.04502049395786328,3.3365902845691577,0.9627142357263081,5.533832763224897,0.06667268389427587,4.810873412927555
Dataset_0136,multi_output,ALL,linear_regression,42,1,0.7928979302332243,4.534811696646562,0.010715528583758417,2.861222986829223,0.7651102137658903,4.828514512344399,0.011250295935004075,3.244851732305706,0.918981409152563,0.23671876011227916,0.07173295760978157,0.18552632211648679,0.933522851041669,0.19373154869733072,0.09269452090781374,0.1725037776783131,0.9505925970310084,1.2504419499779338,0.05683827045354244,1.0319024321645018,0.8776890140118001,1.6791048311992216,0.12437813564438678,1.5117560925582114,0.9383286329514064,0.25111248958990157,0.0608020555907752,0.20099598741945274,0.7877329885018423,0.3402846183580536,0.17631327376064956,0.2630960290321501,0.6887661436471098,8.248109910469537,0.16172764530332426,6.834825577726977,0.8191221220175814,8.331111516453404,0.13437276639440976,6.865780374855523,0.14254013171763336,2.243419839596225,0.23614945679960261,1.779742559704011,0.015872311593784993,3.498820526153314,0.3364250505916649,3.0092644756442843,0.9466519266120842,6.810898493374384,0.05974472362609109,6.251928222161268,0.946836238339915,7.755147910195972,0.07385855152567593,6.98261213054831,0.9644246705207646,4.7766445948266165,0.048741271375781804,3.74363980651186,0.9749959708546391,4.293910213314168,0.0631457384310907,3.908949245823152
Dataset_0136,multi_output,ALL,linear_regression,42,2,0.8369303786344383,4.234363435433243,0.009865711638940455,2.6648890564278256,0.2993463657030962,6.109898711190173,0.015525088835447015,3.2320686699452486,0.9314902785134401,0.18438544978366034,0.08381156808348196,0.16019141021735658,0.793411306588695,0.4393083023438255,0.16577671786559456,0.3196212285012155,0.9290629179803593,1.3675535112584147,0.07392181141937378,1.1718184103275815,0.9609900374730938,1.1740888791873432,0.07338055494920895,0.9775472735509985,0.9105608684040932,0.2619630515268461,0.07060998693445987,0.2147619798609155,0.901016166992163,0.3307472578827818,0.1060087365008916,0.26474656407461455,0.8358003971172274,7.024877229411336,0.11330447144211833,5.649605272868405,-2.0714050715564976,12.968137523650446,0.6175303582690689,8.15632743089203,0.32923406508856135,2.2789774551923827,0.21298854721424137,1.6882474474149143,-0.28276419619917803,3.0840614011730434,0.32463804222874143,2.0960927395750653,0.9485545280504815,7.14767147177206,0.059563928931433835,6.601225001197561,0.9310996062773997,5.875654486648709,0.0816063123145654,5.646911072778997,0.9738095952869056,4.231331337152001,0.04454032986475791,3.168373873108048,0.8630767103459972,6.8867862165668745,0.1465273663099335,5.16323438024382
Dataset_0136,multi_output,ALL,linear_regression,42,3,0.7968320068563937,4.679379014406704,0.010902814637821721,2.9627060505840346,0.7782319258190815,4.043324362533124,0.00983298726296966,2.4954640475604477,0.9229271549905094,0.231263603193329,0.07029288850861065,0.18972212883286357,0.7100784491740546,0.23356494960936422,0.16683210686383157,0.1643055273409398,0.9481698025251611,1.285733603112126,0.061225409672006,1.05534248139815,0.7427027927124237,1.5418138350603725,0.15418138350603725,1.4966375612534608,0.9293443217697681,0.26362183413418355,0.06607063512134925,0.20278124702215197,0.7005089921327223,0.29744463511857955,0.15991647049385996,0.2452509827523712,0.7090438948902356,8.734080296484787,0.14087226284652882,7.3036634391884645,0.8502088799015093,5.036636477987069,0.11713108088342021,3.551715076133056,0.15821935580005753,2.625138253330157,0.23438734404733547,2.0565926655338385,0.5895972027580844,1.4756286742346583,0.21385922814995045,1.3303169055215474,0.94571394497356,6.799133981380308,0.0566594498448359,6.034819591462006,0.9071275419694992,7.97832347804559,0.11562787649341436,7.791730273532925,0.9644055730454636,4.700669434051021,0.05222966037834468,3.8960208006507635,0.9473996220852767,4.5519506796537,0.07112422936958906,2.8882920063888355
Dataset_0136,multi_output,ALL,linear_regression,42,4,0.8248486248074153,4.377884254185332,0.010200103108539917,2.6735349552562995,0.6960115324613796,5.1779334959784284,0.013246184435861931,3.426350395732979,0.9462704649663684,0.2021467562869059,0.06125659281421391,0.15860983758896155,0.6144085153977902,0.3414992694827322,0.20088192322513662,0.3220118153173067,0.9470182556498279,1.3402056043061288,0.06091843655936949,1.1453208657475102,0.8952435137489678,1.3514743005228067,0.09193702724644942,1.1715805535555492,0.9436345998541802,0.2274203405823194,0.05506545776811608,0.16896289882930088,0.8289325872091056,0.4183648056853533,0.12563507678238836,0.3734118593389561,0.7289769110583952,7.896660285762405,0.12736548848003879,5.962349097789213,0.7645346706572029,9.042788018137758,0.18454669424770934,8.42988081154995,0.28254621497631605,2.314782832899804,0.20667703865176823,1.6966614724864924,-0.06754201356760214,2.9925160707693457,0.40439406361747915,2.0480845322708827,0.9535380749209449,6.658964093597704,0.05549136744664753,6.119805300059394,0.9041983835703167,8.250453392137535,0.11149261340726399,7.69032478161135,0.9719558522258754,4.496119814357405,0.045878773615891884,3.4630352142932224,0.9323050702138767,5.173169688318605,0.08621949480531009,3.949158416486859
Dataset_0136,multi_output,ALL,linear_regression,123,0,0.8130438285965135,4.69304581047368,0.010934403099892078,2.9093046673120893,0.7199201788010059,3.9693701869866485,0.010079660200575541,2.779884605793041,0.9301650160876408,0.22448027150982233,0.06802432469994617,0.17169878844599046,0.8674708300429683,0.25531898768523853,0.12765949384261926,0.2401587022879243,0.9553652198887251,1.1967057460318111,0.05439571572871869,1.014975048479577,0.8580375760423292,1.9291406796552293,0.11347886350913114,1.63269463582375,0.938058807541425,0.25288101165271876,0.06123026916530721,0.1942159480133188,0.8150902373244652,0.33541312261732076,0.14659664450057724,0.26235014062742523,0.7125508785624338,8.60973693508397,0.13886672475941886,6.711329049567446,0.8157960689193504,6.396384651142606,0.13053846226821644,5.834691840916751,0.2341744636810401,2.490244702677102,0.22234327702474127,1.8839611554217475,-0.19378814761020147,2.634744404748461,0.36092389106143297,2.1589214419046527,0.955057683473364,6.827651066650704,0.0568970922220892,6.284434453572217,0.9013827454588395,7.094923880131036,0.1266950692880542,6.8469324570368215,0.9659347309409653,5.067602998953034,0.051710234683194224,4.104518227684328,0.9754519414292895,2.863296126947419,0.05843461483566161,2.4834430219539616
Dataset_0136,multi_output,ALL,linear_regression,123,1,0.8016499333581331,4.6237670479179265,0.010772989394030584,2.899824067945995,0.7875561804012355,4.2518642392865775,0.011043803218926175,2.8820591557578,0.9279670284146684,0.23003821279558107,0.06970854933199426,0.1871729513087479,0.8117673233776375,0.2485378236762081,0.19118294128939087,0.21202320691420895,0.9521382282480788,1.2385631378389337,0.05629832444722426,1.0282076021680588,0.8067121393900449,1.901532059808559,0.15846100498404658,1.7530069165850304,0.927426480840614,0.26888879286753553,0.06510624524637665,0.20504791023073607,0.8687161785496259,0.26954022137392514,0.12896661309757185,0.24484291321345836,0.7195250613596766,8.28037660367238,0.14786386792272108,6.661444078446693,0.7691112599725309,7.870532473881468,0.15135639372848977,6.915289041088412,0.16445698910953588,2.5146255820452077,0.2245201412540364,1.988499385702937,0.40422088637401066,2.1807742610426017,0.24503081584748337,1.7103982749930806,0.9531644740964416,7.0154398846864865,0.05846199903905405,6.478154589844558,0.8825988518761086,6.658416256022065,0.10915436485282073,6.12092049295513,0.9668712714379147,4.887833803743856,0.04987585514024343,3.7502419579202306,0.9697666232686899,3.4296697467168507,0.06351240271697872,3.217933244555277
Dataset_0136,multi_output,ALL,linear_regression,123,2,0.8351080939590402,4.239442773411273,0.009877546070389733,2.639619176123241,0.6439037078803265,5.591942409679005,0.013213786738058567,3.5915103251915204,0.934231186750268,0.2145559580143296,0.06501695697403928,0.16611979446392847,0.8349446098224322,0.303517939617408,0.15252157769718996,0.2642005930845955,0.9389765824300859,1.365180684106879,0.06205366745940359,1.1415136079695876,0.9537831228273088,1.209412780804772,0.07558829880029826,1.0542055204580427,0.9382006433727973,0.2369457159057872,0.05737184404498479,0.19530610380276076,0.8724721013984195,0.3661270253032678,0.10768441920684346,0.2907380394777421,0.7870693423423353,7.578599221603126,0.12223547131617944,5.9855931689319,0.4033557200118598,10.194096538482139,0.23707201252284044,8.51985305164075,0.32539939643116,2.32776603676494,0.20783625328258393,1.7081403853951396,-0.4528369774309797,2.939073590695773,0.3971721068507801,2.022012683812082,0.9501739997488745,6.595807345603117,0.05496506121335931,6.140552760418187,0.9393508145095548,8.208532593673807,0.07743898673277176,7.465550498647701,0.971705506637759,4.18161379704385,0.042669528541263775,3.140108411881184,0.9562565640236899,6.104270868059627,0.07016403296620262,5.524011889219727
Dataset_0136,multi_output,ALL,linear_regression,123,3,0.7983037916289274,4.590715035857988,0.010847881650932176,2.864555227566313,0.7302068760419322,4.489996951198419,0.010461316288905917,2.8734397204767723,0.9082197889087055,0.2311781652489459,0.070266919528555,0.19234027238838855,0.9486532266267234,0.23090433699148177,0.08880936038133916,0.1549501277618411,0.9358631645953522,1.3383757077599394,0.06373217655999712,1.1418197171549491,0.9521730751696225,1.4268580398381765,0.07509779157043034,1.0537686224261742,0.9133061225020991,0.2757183783620121,0.06910235046666968,0.22028967949436928,0.9459479235326955,0.252575665601252,0.08363432635803045,0.20466700861146236,0.6819110763848317,8.572429772438053,0.1452954198718314,6.972047812684903,0.8587262281602395,6.171873452131108,0.11429395281724275,4.936080654768806,0.2501455549767876,2.5012455131176488,0.22332549224264722,1.8996668008168451,-0.5267868597673866,2.3339240794558784,0.4488315537415151,1.9233999158721822,0.9358700520850959,6.819644914347693,0.06433627277686503,6.177446881450658,0.9608025662641478,7.865007954283212,0.0655417329523601,7.3171476475824795,0.9628107819496202,4.399045373911261,0.04887828193234735,3.4482754289740756,0.971931972307483,5.793953707799933,0.06366982096483442,4.524064066314461
Dataset_0136,multi_output,ALL,linear_regression,123,4,0.8285338490401429,4.08198980715916,0.009510693865701678,2.598164528566247,0.6836102880982555,6.356762786149019,0.015477873840148572,3.6984683690762856,0.9244422544926951,0.2156243729914686,0.08293245115056486,0.17900163062332455,0.8875081271579033,0.299510482638429,0.10696802951372465,0.20820070194338477,0.9468700713277625,1.280093778977743,0.06737335678830225,1.078255528764255,0.910615311218506,1.5449712055343632,0.0965607003458977,1.4062630387789739,0.9194535204942303,0.26398105669483546,0.07115392363742196,0.21853424128735296,0.9229686428957634,0.2893645235986873,0.09274503961496387,0.22477887830172325,0.8168534012831216,6.8381335600303705,0.1102924767746834,5.611914927550129,0.20686027469942336,12.93068423622141,0.32902504417866185,9.378553868466469,0.26804001703337554,2.1404020642946415,0.2058078907975617,1.5381393567602202,0.02474684113664516,3.5955494402133206,0.3210312000190465,2.9823472198877456,0.9490794245624375,6.787273063843882,0.05656060886536569,6.258118444016857,0.9295378080765443,7.571680140839975,0.08507505776224691,7.038168176474244,0.9749982540873773,4.1803347143415,0.04400352330885789,3.30318757096159,0.9030350115030038,6.545055133751855,0.10556540538309445,4.6509666996814625
