feature,importance_mean,importance_std
Composite Volume Fraction (%),1.5836932159990673,0.11286288779970235
Rotational Speed,0.8570145411080186,0.07482957805209187
Plunging Speed,0.5026083545568005,0.046087348307576236
Tool Shape,0.3061463579084637,0.032512496213031955
