feature,importance_mean,importance_std
Rotational Speed,1.560447605480206,0.21740511741656315
Plunging Speed,1.0409782206528422,0.13849720654854894
Composite Volume Fraction (%),0.7109278992511386,0.13249005579038461
Tool Shape,0.22523401579456312,0.07939982559615867
