feature,importance_mean,importance_std
Composite Volume Fraction (%),1.0086538435832928,0.09235482091097241
Rotational Speed,0.6636262608829318,0.06318371308612211
Tool Shape,0.2091094405035481,0.022970101914343594
Plunging Speed,0.18493923182927868,0.022466785098428185
