feature,importance_mean,importance_std
Composite Volume Fraction (%),1.0199420021422538,0.09273395937459929
Rotational Speed,0.6739463701357453,0.06344222487654481
Tool Shape,0.22194018351567227,0.02358360627822523
Plunging Speed,0.2058462291899321,0.023741895672568635
