dataset,mode,target,model,train_r2_mean,train_r2_std,train_rmse_mean,train_rmse_std,train_nrmse_mean,train_nrmse_std,train_mae_mean,train_mae_std,test_r2_mean,test_r2_std,test_rmse_mean,test_rmse_std,test_nrmse_mean,test_nrmse_std,test_mae_mean,test_mae_std,gap_r2,gap_rmse,stability_test_r2_std,stability_test_rmse_std
Dataset_3772,single_output,Elongation (%),gradient_boosting,0.7203003424225923,0.1430238114441144,1.6660775166015624,0.48627380485887883,0.12225918768604017,0.033134859677840085,1.2100801424133882,0.32479903116130043,0.35681188825370064,0.5367090090614726,2.2372701338745644,0.627309136638343,0.24629590396722706,0.08398193880425935,1.746613670720309,0.4681560040146959,0.3634884541688917,0.571192617273002,0.5367090090614726,0.627309136638343
Dataset_3772,single_output,Elongation (%),lightgbm,0.9124325876846036,0.03295941504599053,0.9393750751948194,0.14213089563622322,0.06942450161059076,0.011354064830635753,0.6723263471518187,0.1158739554264256,0.4889353423156104,0.3846943671819347,1.884728113673587,0.46532961473958256,0.21414123608252728,0.07898940517027389,1.397947425581019,0.38575160611783893,0.42349724536899314,0.9453530384787675,0.3846943671819347,0.46532961473958256
Dataset_3772,single_output,Elongation (%),xgboost,0.9322875470251738,0.018991772486152393,0.8357802768675846,0.11318167847234559,0.06174310191989641,0.009101035660563627,0.678353422653499,0.08732323541086716,0.5275244120663117,0.29166777611103895,1.9063694810112297,0.5075959722212039,0.2112888231715334,0.0665294390404334,1.5158936446598597,0.38257306355623144,0.40476313495886207,1.0705892041436451,0.29166777611103895,0.5075959722212039
Dataset_3772,single_output,Hardness (HV),gradient_boosting,0.9561402864423605,0.028766747410958315,1.0980386171590333,0.37451950127093264,0.054061306738251255,0.018340663366542064,0.8310163361053768,0.32019802556338145,0.8112468363726625,0.22336613592348722,1.982888033948378,0.731463196628326,0.13912854075845796,0.06936950718628865,1.632514697673943,0.6176009344820564,0.144893450069698,0.8848494167893448,0.22336613592348722,0.731463196628326
Dataset_3772,single_output,Hardness (HV),lightgbm,0.9723213800041774,0.011144112194368823,0.8977101236529849,0.21583623684865416,0.04439368546656188,0.01135409191556297,0.6474521568089768,0.13921976480391027,0.820681611679045,0.24189725692915445,1.8283383032893787,0.6454345538478528,0.13201845967544792,0.072468935160225,1.423276601183055,0.478332508939536,0.15163976832513248,0.9306281796363939,0.24189725692915445,0.6454345538478528
Dataset_3772,single_output,Hardness (HV),xgboost,0.9853247952461243,0.005397481334347894,0.6607982316321517,0.14197869830235726,0.03259893920667786,0.007120243423488697,0.5114998066425324,0.10141813394785641,0.8549790024757385,0.20173243442644465,1.6550394361695293,0.6067216721120292,0.11837531708207981,0.06624880476088951,1.2778395438194274,0.42073851554832203,0.13034579277038572,0.9942412045373776,0.20173243442644465,0.6067216721120292
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,0.9819957420157663,0.019276044007789997,0.02617927413003049,0.010265167178963768,0.03458295928257091,0.013770256527222956,0.019659654923128097,0.008541497617308392,0.9124459335794036,0.09551703755862177,0.05073089382070818,0.022243710832677052,0.09405011563260322,0.04151037498974939,0.041526603738579124,0.018941094360659865,0.06954980843636271,0.024551619690677692,0.09551703755862177,0.022243710832677052
Dataset_3772,single_output,Si Particle Size (um),lightgbm,0.9799885483169096,0.006942974049044207,0.028880642963881254,0.0034643765233922765,0.038305026257966765,0.007823408290769758,0.022418034500733302,0.003202498010271061,0.9057079260774872,0.04826579382372193,0.05651025826702608,0.02228812949648986,0.10264512672491101,0.027825071722500993,0.04610674187896552,0.016459789731149414,0.07428062223942244,0.02762961530314483,0.04826579382372193,0.02228812949648986
Dataset_3772,single_output,Si Particle Size (um),xgboost,0.9837744793335161,0.004512739068950989,0.026182648001914118,0.0030974471797651447,0.03456324387921657,0.005963055257546519,0.01931186573890042,0.002620673594853069,0.925958641079259,0.05031125911005187,0.05019814299518603,0.02522356101436247,0.09006262323157109,0.03286256842591651,0.03966750777917249,0.018490500211595762,0.05781583825425718,0.024015494993271914,0.05031125911005187,0.02522356101436247
Dataset_3772,single_output,Ultimate Compression Strength (MPa),gradient_boosting,0.9235236245917652,0.03177523944712884,4.559683417931628,0.9394933015115671,0.06699310348004384,0.015647094603015724,3.5039615097100314,0.7635717117331599,0.6438031987022206,0.3569290234879779,7.891006491710368,2.578849075980138,0.17425036618512862,0.08621854271324327,6.384207811244834,2.036455024476744,0.2797204258895446,3.3313230737787407,0.3569290234879779,2.578849075980138
Dataset_3772,single_output,Ultimate Compression Strength (MPa),lightgbm,0.9474322102391348,0.023742656624222543,3.759861674372112,0.8623964897743209,0.05512516727062656,0.013377519787047954,2.63856944654075,0.4172167117320677,0.568531460097495,0.7363414567382444,7.623921221981812,3.1344730414919284,0.17475593957873706,0.12299343058173398,5.75009039105231,2.1666966020129146,0.3789007501416398,3.8640595476097,0.7363414567382444,3.1344730414919284
Dataset_3772,single_output,Ultimate Compression Strength (MPa),xgboost,0.9671304061247601,0.01286374047993352,2.9962118952990284,0.5573807187663978,0.04396762485896085,0.009133044646951005,2.2333811855222208,0.36418785255719777,0.6365890201879448,0.61091150109715,7.231387231510065,2.4335120798609737,0.16478005573408988,0.10422122676022763,5.492317393493652,1.750188351658644,0.33054138593681526,4.235175336211037,0.61091150109715,2.4335120798609737
Dataset_3772,single_output,wear rate,gradient_boosting,0.9686374025952924,0.014796008885053804,0.11757130692608177,0.026942124604751243,0.04200104626576867,0.010304381289789624,0.08167332140944585,0.020292380951469895,0.8820712989968353,0.09149250097890889,0.19339608234456837,0.051273331246080016,0.10768913223892404,0.037275824824630696,0.15148810853094635,0.03927509131065181,0.08656610359845707,0.0758247754184866,0.09149250097890889,0.051273331246080016
Dataset_3772,single_output,wear rate,lightgbm,0.9800737246398501,0.004877626378312937,0.09500168569775601,0.008948799995324335,0.033889224287989704,0.004014906471936261,0.06965906460645804,0.006492115027131343,0.9099912242918572,0.05693975603780291,0.17490569471262016,0.0526208732586251,0.09593350845505362,0.031207883067841096,0.12588305866440566,0.04630029368851851,0.0700825003479929,0.07990400901486415,0.05693975603780291,0.0526208732586251
Dataset_3772,single_output,wear rate,xgboost,0.9854571380757092,0.004158593257936223,0.0808485474521122,0.008170753659187834,0.028893661643471544,0.004050245348989363,0.06467637198969652,0.007330122286109622,0.9196409805078258,0.08900878212315907,0.1529144260663494,0.040709545454040805,0.08713058903896276,0.04054672231204262,0.12178496548243933,0.03565511600952232,0.0658161575678834,0.07206587861423719,0.08900878212315907,0.040709545454040805
