dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_3772,single_output,Si Particle Size (um),lightgbm,42,1,0.9855697214708647,0.025582153746801232,0.031977692183501535,0.018312024307891365,0.8976769665867154,0.0620471750085815,0.11932149040111827,0.05565387444093121
Dataset_3772,single_output,Si Particle Size (um),lightgbm,42,2,0.9683652213127153,0.03283138133943798,0.05211330371339362,0.025355597073289264,0.800138502314327,0.1075522850957511,0.16052579865037478,0.08482998362149806
Dataset_3772,single_output,Si Particle Size (um),lightgbm,42,3,0.9853376143780103,0.02595175155041443,0.032850318418246115,0.020434538066585822,0.8382830162887476,0.043587205966276174,0.12453487418936049,0.035977457712081516
Dataset_3772,single_output,Si Particle Size (um),lightgbm,42,4,0.9805764443126457,0.03031832315417404,0.03789790394271755,0.0236428199038391,0.8866247801137807,0.058276635803653665,0.10595751964300668,0.0497493092847438
Dataset_3772,single_output,Si Particle Size (um),lightgbm,123,0,0.9897939639990897,0.021883806584348152,0.027354758230435188,0.016058630918219886,0.9534336262418336,0.03848792025067959,0.07697584050135918,0.02470983858489466
Dataset_3772,single_output,Si Particle Size (um),lightgbm,123,1,0.987205971974531,0.02490369312836003,0.031129616410450034,0.01917768817533288,0.901360753753439,0.04428895876194569,0.13420896594529,0.04088570934605162
Dataset_3772,single_output,Si Particle Size (um),lightgbm,123,2,0.9746922370822906,0.03318166817705329,0.041477085221316615,0.024687499985521374,0.9368385061324411,0.05359024590217455,0.08643588048737831,0.04935959000049074
Dataset_3772,single_output,Si Particle Size (um),lightgbm,123,3,0.9736335398076819,0.03195906939435898,0.04045451822070757,0.02304875798368835,0.9713650708679763,0.043113649251357404,0.06632869115593448,0.0382885098534823
Dataset_3772,single_output,Si Particle Size (um),lightgbm,123,4,0.9717849247691794,0.034231337800721476,0.052663596616494585,0.028144854032737695,0.8460057240274376,0.08604822024880515,0.1284301794758286,0.06954280114348273
Dataset_3772,single_output,Si Particle Size (um),lightgbm,7,0,0.9697759578456306,0.03305161508671146,0.0524628810900182,0.0264295907725606,0.8712899701999064,0.09013778692163964,0.1251913707244995,0.06264813246696743
