feature,importance_mean,importance_std
Rotational Speed,5.274171792865686,0.43010593858552376
Composite Volume Fraction (%),2.8966183209895044,0.21277871472782695
Tool Shape,2.8823227881678917,0.23005703854357729
Plunging Speed,2.789362823626434,0.24880921057467545
