feature,importance_mean,importance_std
Rotational Speed,2.8689759849162346,0.3492442939175228
Plunging Speed,2.1591881308451373,0.1930183784847745
Composite Volume Fraction (%),1.0204599008894482,0.12261963659181696
Tool Shape,0.4657271223632781,0.06302241701385085
