rank,dataset,model,target,feature,mean_abs_shap,effect_sign,pearson_r_feature_vs_shap,spearman_rho_feature_vs_shap,linearity,interaction_strength_ratio
1,Dataset_0136,lightgbm,Si Particle Size (um),Rotational Speed,0.6682278723348243,negative,-0.9763700142172078,-0.9686196045011367,approximately linear,0.006774711482015037
2,Dataset_0136,lightgbm,Si Particle Size (um),Tool Shape,0.24485627690090095,negative,-0.9451742165589168,-0.9460998335825321,approximately linear,0.006774711482015037
3,Dataset_0136,lightgbm,Si Particle Size (um),Plunging Speed,0.2064469968612066,positive,0.9820846654497274,0.9460998335825321,approximately linear,0.006774711482015037
