dataset,mode,target,model,train_r2_mean,train_r2_std,train_rmse_mean,train_rmse_std,train_nrmse_mean,train_nrmse_std,train_mae_mean,train_mae_std,test_r2_mean,test_r2_std,test_rmse_mean,test_rmse_std,test_nrmse_mean,test_nrmse_std,test_mae_mean,test_mae_std,gap_r2,gap_rmse,stability_test_r2_std,stability_test_rmse_std
Dataset_0172,single_output,Elongation (%),ann,0.6102064233636785,0.3470715704692709,1.8201399080562757,0.8988553346200829,0.12437959444649657,0.06160816902842011,1.399821601014464,0.7473565383420911,0.3106536816947644,0.41813597238676736,2.399600246753543,0.6853803815549688,0.21764226728478736,0.06785435833490322,1.9576402901343783,0.5946832696974181,0.29955274166891405,0.5794603386972672,0.41813597238676736,0.6853803815549688
Dataset_0172,single_output,Elongation (%),elasticnet,0.33336713217920333,0.057174181240001544,2.6326936496286253,0.14254340262343565,0.18036320250669285,0.010604679443682466,2.059881276488917,0.1450977705716838,0.12781353710361643,0.25937498048297586,2.810542266802737,0.5363758032459728,0.25271476135460685,0.044146380283228294,2.2356554159337736,0.39700201817628666,0.2055535950755869,0.17784861717411182,0.25937498048297586,0.5363758032459728
Dataset_0172,single_output,Elongation (%),extra_trees,0.8364410120632995,0.046397504693330247,1.2947625394335365,0.18609485848106347,0.08864052017991118,0.012256197489287064,0.9654828313420265,0.14516949890265035,0.515784548197455,0.39843584262695336,1.9902548339690618,0.6094282109215546,0.18282251084059375,0.06943924400759903,1.5261309810877477,0.4526672727202194,0.32065646386584445,0.6954922945355253,0.39843584262695336,0.6094282109215546
Dataset_0172,single_output,Elongation (%),gpr,0.9450324617129153,0.035516034406016674,0.663107969928769,0.36198240423424327,0.04572274297933989,0.025334183531216033,0.4965539297951549,0.27206648978378944,0.4986809282562664,0.21239605519165294,2.0934383995261543,0.4399882165995058,0.18980307516954503,0.04423606276250475,1.6335038226808196,0.34045186222579626,0.4463515334566489,1.4303304295973853,0.21239605519165294,0.4399882165995058
Dataset_0172,single_output,Elongation (%),gradient_boosting,0.861485628690554,0.08591602859590354,1.1535555511275053,0.29984435140216875,0.0796515708789308,0.02459204134440752,0.8743591015951523,0.24702675442703476,0.6507695188895891,0.2852948352073807,1.6617764316414603,0.7190249809539034,0.15149428484921315,0.06616785960775091,1.2742285252841308,0.5684407166360347,0.2107161098009649,0.508220880513955,0.2852948352073807,0.7190249809539034
Dataset_0172,single_output,Elongation (%),lightgbm,0.9544540005636369,0.009138125669981763,0.6857653081027685,0.07686840867671305,0.04691379422262383,0.004694983465200363,0.5091553431413675,0.061563352314231407,0.7914191716350198,0.10034760914725474,1.335207219329531,0.36650677513470026,0.1214966410362426,0.036227457526368204,1.0062604766176553,0.27402466568668754,0.1630348289286171,0.6494419112267625,0.10034760914725474,0.36650677513470026
Dataset_0172,single_output,Elongation (%),linear_regression,0.3366498268026411,0.05744354473299423,2.626166663662379,0.143422471101051,0.17991557210527845,0.010646765810825737,2.028182922228798,0.15020757674493673,0.11879966847883526,0.3019589059892902,2.811029766884864,0.5540289576748281,0.2531302728034992,0.04777288763518595,2.2081007618412234,0.40410552529097954,0.21785015832380583,0.18486310322248523,0.3019589059892902,0.5540289576748281
Dataset_0172,single_output,Elongation (%),random_forest,0.855400340602176,0.019863547010333292,1.2235805457740705,0.07447600557237508,0.08384525288486387,0.005753938150868764,0.8986358319887046,0.060158773373728276,0.6283533012349037,0.19756415412935957,1.8180488116738376,0.5180229796155753,0.16274323132147844,0.043905711650984405,1.4134075991001487,0.4100766402067346,0.22704703936727222,0.5944682658997671,0.19756415412935957,0.5180229796155753
Dataset_0172,single_output,Elongation (%),ridge,0.3365484092952311,0.057422350229021285,2.626370209777715,0.14338308961767143,0.17992949697543917,0.010644015371424266,2.033078545854359,0.14900578459475972,0.12238766239355992,0.2929677428743046,2.808166683231227,0.5503848991457333,0.2527844811565716,0.0469789446289441,2.2105683085723355,0.4021670194932708,0.2141607469016712,0.18179647345351224,0.2929677428743046,0.5503848991457333
Dataset_0172,single_output,Elongation (%),svr_rbf,0.5472039241655023,0.04260190757287785,2.169657580315245,0.12634475725627023,0.14851918418370202,0.006888847756729902,1.4308436979854644,0.09041973685720461,0.317277719701059,0.19503951939371117,2.5148651784525695,0.5837877996897934,0.22367924849448081,0.03930487979155689,1.9012250245451492,0.449546504112384,0.22992620446444334,0.3452075981373244,0.19503951939371117,0.5837877996897934
Dataset_0172,single_output,Elongation (%),xgboost,0.9374510226371752,0.010380170840913446,0.8040699736422351,0.0639154123631483,0.05506369643051997,0.004222296365425304,0.6125833188797155,0.05449090647527652,0.7836582267851084,0.10194364656454773,1.3617882606599034,0.3197549744278025,0.12461740276341988,0.035730793740087634,1.0396587453024728,0.25773600548754455,0.15379279585206673,0.5577182870176683,0.10194364656454773,0.3197549744278025
Dataset_0172,single_output,Hardness (HV),ann,0.9403866785555879,0.00925627217992813,1.4885806986954662,0.11644576081386855,0.057057093174023736,0.005577172890288648,1.1641038747616623,0.08928498552541465,0.882681638233249,0.0780608270191447,1.9185363114449736,0.456326931400414,0.096627137630568,0.033471015764909025,1.5431779647115422,0.3720352202100489,0.05770504032233892,0.42995561274950744,0.0780608270191447,0.456326931400414
Dataset_0172,single_output,Hardness (HV),elasticnet,0.9232001503958165,0.01195249217990066,1.6891094173357164,0.13277900833841114,0.06474464235044636,0.006395361832065639,1.3761541121907481,0.09715178888968574,0.8981273103300819,0.06700518887149154,1.7809762406908132,0.41096948295122543,0.08978962884144495,0.03029493751421637,1.4861276048759535,0.3171640080922164,0.025072840065734625,0.09186682335509677,0.06700518887149154,0.41096948295122543
