dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_0172,single_output,Si Particle Size (um),linear_regression,42,0,0.873334806256301,0.3285418671501425,0.08424150439747245,0.25245546310984235,0.8259934616542443,0.39166211801284195,0.13413086233316507,0.33259914288928916
Dataset_0172,single_output,Si Particle Size (um),linear_regression,42,1,0.8762451854711225,0.3436408007273032,0.08833953746203167,0.2815883491494625,0.6310722903769139,0.32580696150166516,0.16290348075083258,0.27023052010273513
Dataset_0172,single_output,Si Particle Size (um),linear_regression,42,2,0.8688253196564479,0.3409125393529194,0.0874134716289537,0.2732370520284717,0.8442948007627245,0.3506382023960411,0.14138637193388753,0.3047838553592276
Dataset_0172,single_output,Si Particle Size (um),linear_regression,42,3,0.8671991009834149,0.35025152989980796,0.08980808458969436,0.28655121272984363,0.8692147840681602,0.28981212258502814,0.10387531275449037,0.24092909262402637
Dataset_0172,single_output,Si Particle Size (um),linear_regression,42,4,0.8693111874182526,0.3060923518271717,0.10203078394239057,0.25601235649479803,0.8414181600558494,0.478899718692888,0.12602624176128632,0.3244092670323601
Dataset_0172,single_output,Si Particle Size (um),linear_regression,123,0,0.8700174882512307,0.34314622696054187,0.0879862120411646,0.277323971382481,0.8096637078948484,0.3552738720377599,0.1273383053898781,0.30939043122652365
Dataset_0172,single_output,Si Particle Size (um),linear_regression,123,1,0.8630627155832449,0.34677787179528685,0.08891740302443253,0.2827488657008796,0.8810049031336726,0.3160932568948489,0.10196556674027384,0.2442908338942912
Dataset_0172,single_output,Si Particle Size (um),linear_regression,123,2,0.8712552140294788,0.3307167946151867,0.08479917810645815,0.25512015041750946,0.8251804624158646,0.3905321393812556,0.1312713073550439,0.34424330664705055
Dataset_0172,single_output,Si Particle Size (um),linear_regression,123,3,0.8892214764585888,0.30799673472954486,0.09655070054217707,0.2603613322941723,0.7875980009523705,0.44357552009547674,0.11373731284499405,0.3395448444805571
Dataset_0172,single_output,Si Particle Size (um),linear_regression,123,4,0.8621606095689522,0.34351132964310677,0.08807982811361713,0.26646949690161686,0.8832960520484929,0.32969821834201946,0.13294282997662074,0.29505681660945976
Dataset_0172,single_output,Si Particle Size (um),linear_regression,7,0,0.8787087994484153,0.31258001034231847,0.09768125323197453,0.2508989360272622,0.8160274974379064,0.44222886372103765,0.11576671825158055,0.3362356539612057
Dataset_0172,single_output,Si Particle Size (um),linear_regression,7,1,0.8834409329662399,0.34196048159623993,0.08768217476826666,0.2742884701760963,0.6665432245115168,0.34399174866096976,0.1678008530053511,0.31625508147822
Dataset_0172,single_output,Si Particle Size (um),linear_regression,7,2,0.8590347221607935,0.34908765452187923,0.08950965500561008,0.28083018948585026,0.895595367443599,0.29689503298275344,0.09351024660874124,0.23747519328156746
Dataset_0172,single_output,Si Particle Size (um),linear_regression,7,3,0.8693458960984146,0.33343276308375935,0.08549558027788702,0.266912317880808,0.8452850492035187,0.3654267152877931,0.12867137862246233,0.3139827775767131
Dataset_0172,single_output,Si Particle Size (um),linear_regression,7,4,0.8701136242474069,0.3260226546714474,0.08413487862488966,0.2636706292134725,0.8030296372581447,0.4540410795776414,0.16215752842058623,0.3672629547654517
Dataset_0172,single_output,Si Particle Size (um),linear_regression,2024,0,0.8469717735845582,0.3596547026969489,0.09221915453767922,0.29479434236396,0.9352698315319489,0.24896322876116408,0.0964973754888233,0.19419891526185235
Dataset_0172,single_output,Si Particle Size (um),linear_regression,2024,1,0.8723592423163871,0.34872058281130686,0.08941553405418126,0.2856451721250731,0.8196507967732118,0.30995551509033875,0.12448012654230471,0.266251140833621
Dataset_0172,single_output,Si Particle Size (um),linear_regression,2024,2,0.8738399364340367,0.31736134382220665,0.08137470354415556,0.24582995157719087,0.8370803186508539,0.4319513125050192,0.13712740079524421,0.3576355343023754
Dataset_0172,single_output,Si Particle Size (um),linear_regression,2024,3,0.8774371777545402,0.3355476650975139,0.0862590398708262,0.2724109620138776,0.7714370499477823,0.36907854217614816,0.13181376506291007,0.3141488396414847
Dataset_0172,single_output,Si Particle Size (um),linear_regression,2024,4,0.8842857159551362,0.3101497802218605,0.09692180631933142,0.2554497590417315,0.7944799665096769,0.45339370978126575,0.12026358349635698,0.35067531516626993
Dataset_0172,single_output,Si Particle Size (um),linear_regression,99,0,0.8570582762612253,0.3566327327186956,0.09144429044069119,0.2893740371841185,0.9153404372160933,0.2582220443301693,0.10246906521038467,0.2194377942289054
Dataset_0172,single_output,Si Particle Size (um),linear_regression,99,1,0.8747190830431077,0.3415847211584385,0.0878109823029405,0.2785910585017278,0.8162699298087216,0.33678328709584243,0.13471331483833698,0.2780386541076543
Dataset_0172,single_output,Si Particle Size (um),linear_regression,99,2,0.8730816008090152,0.33271878558367535,0.08531250912401933,0.25996427758706514,0.8310485103325425,0.37975832865384834,0.1323199751407137,0.33212322853914855
Dataset_0172,single_output,Si Particle Size (um),linear_regression,99,3,0.8657751137264059,0.32364525851327036,0.101139143285397,0.2776124825097213,0.8613714864536507,0.4033266121916103,0.10613858215568693,0.2475229022749658
Dataset_0172,single_output,Si Particle Size (um),linear_regression,99,4,0.8805565428844828,0.32249767759812453,0.08269171220464733,0.2557808070392431,0.7768509695311292,0.4139387933018128,0.12976137721059963,0.3659171640308737
Dataset_0172,single_output,Si Particle Size (um),ridge,42,0,0.87309301804807,0.32885529057003354,0.08432186937693169,0.251808741688011,0.8236442571320832,0.3942971044418471,0.13503325494583807,0.3321558394042004
Dataset_0172,single_output,Si Particle Size (um),ridge,42,1,0.8760006619756013,0.3439801280651396,0.08842676814013872,0.2812218455384313,0.6441445033962636,0.31998274593297354,0.15999137296648677,0.2660173083241046
Dataset_0172,single_output,Si Particle Size (um),ridge,42,2,0.8685445106329357,0.34127724440944446,0.08750698574601141,0.27307572604086006,0.8515828547680316,0.3423337447198066,0.1380378002902446,0.3009640924359599
Dataset_0172,single_output,Si Particle Size (um),ridge,42,3,0.8669634180638068,0.3505621893585875,0.0898877408611763,0.28576866369515086,0.8715748261335784,0.28718536336935885,0.10293382199618596,0.2387858686411352
Dataset_0172,single_output,Si Particle Size (um),ridge,42,4,0.8690328194189276,0.30641816774692787,0.10213938924897596,0.2545104074995328,0.8344271255094828,0.48934195194576535,0.12877419788046457,0.3304106868005278
Dataset_0172,single_output,Si Particle Size (um),ridge,123,0,0.869752688957216,0.3434955764507343,0.08807578883352163,0.27738463966638316,0.8153070177342537,0.3499674587357189,0.1254363651382505,0.3030597228736275
Dataset_0172,single_output,Si Particle Size (um),ridge,123,1,0.8628187492867571,0.3470866425781117,0.08899657502002865,0.28182208998535363,0.8792019410641214,0.3184789082087919,0.10273513168025544,0.2461421522983221
Dataset_0172,single_output,Si Particle Size (um),ridge,123,2,0.8710147489259483,0.3310255012877767,0.0848783336635325,0.25399837335755227,0.8249229721698813,0.39081963932956243,0.13136794599313023,0.3415377387755466
Dataset_0172,single_output,Si Particle Size (um),ridge,123,3,0.8889810243248906,0.3083308172124147,0.09665542859323344,0.2596816952716,0.7859211178785706,0.4453230600324924,0.1141854000083314,0.3391079657557929
Dataset_0172,single_output,Si Particle Size (um),ridge,123,4,0.8618727538363138,0.34386982707368535,0.08817175053171421,0.26563726652962777,0.8865458435948647,0.32507534472008104,0.13107876803229074,0.2915262921151057
Dataset_0172,single_output,Si Particle Size (um),ridge,7,0,0.8784647273089754,0.31289435190128606,0.0977794849691519,0.2497448486481389,0.8109880801021863,0.448244762473,0.1173415608568063,0.3394876204269247
Dataset_0172,single_output,Si Particle Size (um),ridge,7,1,0.8832293789246513,0.3422706690743678,0.08776171001906868,0.2748965960133407,0.6734203582427931,0.3404260661692271,0.1660614956923059,0.31162403387130877
Dataset_0172,single_output,Si Particle Size (um),ridge,7,2,0.8587806095658316,0.3494021561838992,0.08959029645741007,0.27988356565378425,0.894103381209038,0.29900888543329,0.09417602690812285,0.237094613668329
Dataset_0172,single_output,Si Particle Size (um),ridge,7,3,0.8691093731081099,0.3337344331117915,0.08557293156712605,0.26596034669123886,0.8409075865686052,0.3705602984419677,0.1304789783246365,0.31827624186356085
Dataset_0172,single_output,Si Particle Size (um),ridge,7,4,0.8697235073471105,0.3265118960857532,0.08426113447374277,0.26398638235203636,0.8200865683576533,0.4339368168894336,0.15497743460336916,0.3505799035200702
Dataset_0172,single_output,Si Particle Size (um),ridge,2024,0,0.8466648338512887,0.36001521467924646,0.09231159350749911,0.29303741454917936,0.9383046749293646,0.24305690721099885,0.0942081035701546,0.1939905298679228
Dataset_0172,single_output,Si Particle Size (um),ridge,2024,1,0.8721118047620746,0.3490584247066589,0.0895021601811946,0.28529724852557214,0.8257253848769943,0.30469078547430284,0.12236577729891679,0.26195980812084285
Dataset_0172,single_output,Si Particle Size (um),ridge,2024,2,0.8735790227463331,0.31768934441284874,0.08145880625970482,0.24444530272074017,0.8329247664005912,0.43742546330257026,0.1388652264452604,0.35937056495450037
Dataset_0172,single_output,Si Particle Size (um),ridge,2024,3,0.877178214339651,0.3359019679606828,0.08635012029837605,0.2720658957355356,0.7806369244943447,0.3615743742632319,0.1291337050940114,0.30882290235910975
Dataset_0172,single_output,Si Particle Size (um),ridge,2024,4,0.8840727988084837,0.3104349907195802,0.09701093459986881,0.25548390337806265,0.788857980959845,0.45955314719013646,0.12189738652258263,0.3527138868775784
Dataset_0172,single_output,Si Particle Size (um),ridge,99,0,0.856803342736082,0.35695061449612797,0.09152579858875078,0.28751520062639185,0.9152821601861569,0.2583109050830951,0.10250432741392665,0.2201885443169429
