dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_0136,single_output,Si Particle Size (um),xgboost,42,0,0.9908379059400252,0.07875027898654607,0.023863720905013965,0.059450383356639304,0.9777558379889669,0.11918465855232015,0.05675459931062864,0.08561778664588936
Dataset_0136,single_output,Si Particle Size (um),xgboost,42,1,0.9917815245368388,0.07539385781522791,0.022846623580372094,0.06376558090078419,0.98872495781915,0.07978536665947308,0.038174816583479945,0.05345057964324949
Dataset_0136,single_output,Si Particle Size (um),xgboost,42,2,0.9854180506252362,0.08506645586586224,0.0386665708481192,0.07018559521642227,0.8407365418546962,0.38572181994232324,0.14555540375182013,0.27662270750318246
Dataset_0136,single_output,Si Particle Size (um),xgboost,42,3,0.9911572108826407,0.0783341664827646,0.023809777046433014,0.05831591639025459,0.9085169178789876,0.1312012021749719,0.0937151444106942,0.09731312138693672
Dataset_0136,single_output,Si Particle Size (um),xgboost,42,4,0.9965520933245368,0.05120802036297356,0.015517581928173808,0.04112397300785986,0.8621534800224189,0.2041850614210186,0.12010885965942274,0.15470102514539447
Dataset_0136,single_output,Si Particle Size (um),xgboost,123,0,0.9882435804345038,0.09210414994457315,0.027910348468052473,0.06664634781224386,0.9804215346682396,0.09813336657355469,0.049066683286777345,0.07405721545219424
Dataset_0136,single_output,Si Particle Size (um),xgboost,123,1,0.9911874138048717,0.08046110788552516,0.024382153904704593,0.059109264899944454,0.9762019761435706,0.08837215181582288,0.06797857831986376,0.07713617256709503
Dataset_0136,single_output,Si Particle Size (um),xgboost,123,2,0.9964475484279368,0.04986486635324367,0.015110565561588992,0.03569423576881145,0.9440954091848686,0.1766417042517228,0.0887646755033783,0.1116615843772889
Dataset_0136,single_output,Si Particle Size (um),xgboost,123,3,0.9863255485593482,0.08923335937031376,0.027122601632314218,0.06851686822957004,0.9809894601309752,0.14049883931076823,0.05403801511952625,0.12147074937820433
Dataset_0136,single_output,Si Particle Size (um),xgboost,123,4,0.9923393581157588,0.06865796617821583,0.026406910068544554,0.05363786105451912,0.9197922833257781,0.2529062312740621,0.09032365402645075,0.20120542049407955
Dataset_0136,single_output,Si Particle Size (um),xgboost,7,0,0.9871545598889973,0.08199531244127989,0.03416471351719995,0.06395597636699678,0.9196768955006656,0.29239340681944087,0.09746446893981364,0.18824959397315974
Dataset_0136,single_output,Si Particle Size (um),xgboost,7,1,0.9940107110369554,0.06157882766781978,0.018716968895993856,0.047387706493509214,0.9704060611006868,0.15709144246077456,0.0654547676919894,0.1346714224134173
Dataset_0136,single_output,Si Particle Size (um),xgboost,7,2,0.9910346438440735,0.07857564953857862,0.02381080289047837,0.058176806548546116,0.9901873221999364,0.0725451544937625,0.03627257724688125,0.06238627093178888
Dataset_0136,single_output,Si Particle Size (um),xgboost,7,3,0.9965306876373936,0.0501459076431757,0.015195729588841122,0.03833826821425866,0.9125202785589179,0.18939727445763657,0.09517450977770683,0.11668830973761425
Dataset_0136,single_output,Si Particle Size (um),xgboost,7,4,0.9923004179824704,0.07718405336400913,0.023389107080002768,0.04953429707165425,0.9274021998372046,0.13524126913686207,0.09016084609124136,0.11735580648694713
Dataset_0136,single_output,Si Particle Size (um),xgboost,2024,0,0.9917247709859793,0.07297956982937417,0.02211502116041642,0.05431951241833825,0.9635182102532897,0.13874627348003046,0.06335446277626962,0.11359426259994503
Dataset_0136,single_output,Si Particle Size (um),xgboost,2024,1,0.9919018021736724,0.07843327205121804,0.023767658197338802,0.057392729890757596,0.9655089755400855,0.10309639528771398,0.05727577515984109,0.09066097225461696
Dataset_0136,single_output,Si Particle Size (um),xgboost,2024,2,0.9960459885972563,0.054978635522651274,0.016660192582621598,0.04091088286761577,0.8086330529508011,0.20632348896502148,0.1587103761269396,0.17068679332733164
Dataset_0136,single_output,Si Particle Size (um),xgboost,2024,3,0.9833249348542177,0.08615221611621075,0.03933891146858939,0.0694435188688081,0.8761800011696619,0.41973583330984454,0.12719267676055895,0.3204655000141688
Dataset_0136,single_output,Si Particle Size (um),xgboost,2024,4,0.9915435752629017,0.07806828370578542,0.023657055668419826,0.05906773484986405,0.9882805513402797,0.07381292410317997,0.0388489074227263,0.051045138495309006
Dataset_0136,single_output,Si Particle Size (um),xgboost,99,0,0.9923534455041795,0.07505098289006347,0.022811848902754856,0.0537656878573554,0.9635580359116557,0.12194856735252496,0.06418345650132892,0.10174781680107116
Dataset_0136,single_output,Si Particle Size (um),xgboost,99,1,0.9961507872316735,0.05098955749854655,0.015451381060165623,0.04126868987905569,0.8906200346862578,0.20317479890332435,0.10209788889614291,0.1448727900641305
Dataset_0136,single_output,Si Particle Size (um),xgboost,99,2,0.9906097487732318,0.07120594642453032,0.027386902470973203,0.05389768797775793,0.8936566576444399,0.31278726791082034,0.1008991186809098,0.21847846508026114
Dataset_0136,single_output,Si Particle Size (um),xgboost,99,3,0.9922570559942873,0.07772555689375535,0.023553199058713743,0.05732806789463965,0.9735986843704281,0.07592881699146142,0.054234869279615294,0.06424683502742222
Dataset_0136,single_output,Si Particle Size (um),xgboost,99,4,0.989693022488168,0.07873116705994956,0.02385792941210593,0.058002448986316575,0.9894337088242289,0.1003295053032141,0.04180396054300588,0.08332047462463381
Dataset_0136,single_output,Si Particle Size (um),lightgbm,42,0,0.9848001204218421,0.10143195627901226,0.030736956448185537,0.07356144008263413,0.9864874200886236,0.09289267504911528,0.04423460716624537,0.06860186565575548
Dataset_0136,single_output,Si Particle Size (um),lightgbm,42,1,0.9863251106398511,0.09725282944398428,0.029470554376964934,0.06623403189865198,0.9568682602601963,0.1560495948902909,0.07466487793793825,0.12889730973876076
Dataset_0136,single_output,Si Particle Size (um),lightgbm,42,2,0.9877297254207613,0.07803288912056558,0.035469495054802534,0.06342207918699486,0.8407551717318116,0.3856992593363099,0.14554689031558868,0.28087610012954517
Dataset_0136,single_output,Si Particle Size (um),lightgbm,42,3,0.9877792323960933,0.09208859253116237,0.027990453656888264,0.06940263613456937,0.8918489618687738,0.14265361012262706,0.10189543580187646,0.10650084396521123
Dataset_0136,single_output,Si Particle Size (um),lightgbm,42,4,0.9924022385940552,0.07601565838464779,0.023035047995347814,0.055839744823104054,0.835406469424808,0.22311688723600592,0.13124522778588585,0.18789024139531477
Dataset_0136,single_output,Si Particle Size (um),lightgbm,123,0,0.9886868450036972,0.09035111758337191,0.027379126540415733,0.06326357896339548,0.9744419915573994,0.11212201123197958,0.05606100561598979,0.09384328594146726
Dataset_0136,single_output,Si Particle Size (um),lightgbm,123,1,0.9880247287695375,0.09379441922020165,0.028422551278848986,0.06791925564536415,0.9591382252080803,0.11579867633923861,0.0890759048763374,0.10296502285229006
Dataset_0136,single_output,Si Particle Size (um),lightgbm,123,2,0.987689960604677,0.09282400394056874,0.028128486042596587,0.0681343720828775,0.9506072152454069,0.16603561906640568,0.08343498445548025,0.11984350378088758
