feature,importance_mean,importance_std
Composite Volume Fraction (%),1.593042070377515,0.11284426259846891
Rotational Speed,0.8543274613203226,0.07511509674967314
Plunging Speed,0.5144731810774069,0.04642204362984905
Tool Shape,0.3147032951436542,0.03267778035413929
