dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae,train_Si Particle Size (um)__r2,train_Si Particle Size (um)__rmse,train_Si Particle Size (um)__nrmse,train_Si Particle Size (um)__mae,test_Si Particle Size (um)__r2,test_Si Particle Size (um)__rmse,test_Si Particle Size (um)__nrmse,test_Si Particle Size (um)__mae,train_Hardness (HV)__r2,train_Hardness (HV)__rmse,train_Hardness (HV)__nrmse,train_Hardness (HV)__mae,test_Hardness (HV)__r2,test_Hardness (HV)__rmse,test_Hardness (HV)__nrmse,test_Hardness (HV)__mae,train_wear rate__r2,train_wear rate__rmse,train_wear rate__nrmse,train_wear rate__mae,test_wear rate__r2,test_wear rate__rmse,test_wear rate__nrmse,test_wear rate__mae,train_Ultimate Compression Strength (MPa)__r2,train_Ultimate Compression Strength (MPa)__rmse,train_Ultimate Compression Strength (MPa)__nrmse,train_Ultimate Compression Strength (MPa)__mae,test_Ultimate Compression Strength (MPa)__r2,test_Ultimate Compression Strength (MPa)__rmse,test_Ultimate Compression Strength (MPa)__nrmse,test_Ultimate Compression Strength (MPa)__mae,train_Elongation (%)__r2,train_Elongation (%)__rmse,train_Elongation (%)__nrmse,train_Elongation (%)__mae,test_Elongation (%)__r2,test_Elongation (%)__rmse,test_Elongation (%)__nrmse,test_Elongation (%)__mae
Dataset_3772,multi_output,ALL,xgboost,42,0,0.9753508167260303,1.2990407413548353,0.007067686296816296,0.6838695596388409,0.6908847022354564,3.83618408315537,0.02197378899733858,1.8675932001113893,0.9818025610104901,0.028491007378919457,0.035613759223649316,0.019412795049803606,0.942569111028729,0.048313628446082335,0.09115778952091007,0.039808931350707996,0.9858238588549099,0.6190232422307544,0.03095116211153772,0.4575669424874442,0.9166777515837009,1.8195486980062896,0.1137217936253931,1.3824434280395508,0.9850218001763436,0.08406483122009155,0.029078115261186976,0.0685527884619577,0.9544027158448637,0.13691305743146626,0.07918626803439344,0.1260316581726073,0.9750033484628953,2.721926246262845,0.03817568367830077,2.2179495239257814,0.7383158982775855,8.11741727026547,0.17344908697148437,6.322423934936523,0.9491025151255127,0.7984881593565775,0.05687237602254825,0.6558657482692176,-0.09754196555759709,2.0874006810537504,0.2982000972933929,1.4672580480575563
Dataset_3772,multi_output,ALL,xgboost,42,1,0.9672747303785656,1.6475662438200902,0.009371821637201877,0.7777273741582347,0.9048231406942084,2.1735147604583176,0.011826077373406158,1.1843977401563106,0.9923118857138843,0.01867280935108218,0.023341011688852723,0.014551828298075446,0.9418671666195796,0.046767704629684916,0.08993789351862483,0.03218469066279274,0.9841858780090307,0.701819540605733,0.033419978124082525,0.533972378434806,0.9306673616718415,1.413475130765681,0.09423167538437874,1.1990410940987724,0.9866435973054037,0.08220929620219254,0.028436283708817896,0.06771160546664533,0.9628447291042691,0.10140426196776464,0.07505866911011447,0.09228420639038097,0.9470080598404524,3.5337853158174286,0.06221453020805332,2.643598580195987,0.9679225254791896,4.023775763730767,0.05643444268907107,2.5103496006556947,0.9262242310240572,0.7649027852107472,0.06374189876756227,0.6288024783956593,0.7208139205961628,2.32802033604287,0.18654009102907612,2.088129108973912
Dataset_3772,multi_output,ALL,xgboost,42,2,0.9689510272415667,1.2506820236230152,0.00680458119490215,0.6882630129074229,0.6507901159177781,4.069952897936328,0.025331131498950197,1.8166437770911634,0.9776558588524333,0.027592343521502027,0.043797370669050845,0.022473444322059898,0.7702913482273441,0.11530383433694241,0.1720952751297648,0.08801402585847039,0.9752103527170023,0.8175253853194558,0.045418076962191994,0.6354488504344019,0.9704802572519834,1.0054355166728395,0.06283971979205247,0.8113762991768974,0.9779505233185732,0.09262065315444762,0.03566447945877844,0.06950869237965555,0.9674495790155532,0.13277436871374615,0.060794124868931404,0.08847239303588861,0.98118057990144,2.523936048594789,0.03539882256093673,2.0037600708007814,0.06398758288436468,8.84094935352189,0.3400365135969957,6.41616603306362,0.9327578214183851,0.8792535272713051,0.06262489510479381,0.7101240066002155,0.4817418122096452,1.902202118644377,0.22645263317194966,1.6791901343209403
Dataset_3772,multi_output,ALL,xgboost,42,3,0.9693163810404087,1.6161811159795827,0.008793629228900281,0.7251052327780889,0.6621864294493217,3.582051605517172,0.020375720167902,1.6474475623573572,0.9853179159753168,0.02596917833496083,0.032872377639190924,0.019527235031127927,0.841744515806971,0.04311819765356834,0.12319485043876668,0.03952977291175296,0.9959564026698313,0.37882930800388853,0.018039490857328026,0.27639007568359375,-0.04020202405063178,2.606368369097641,0.3723383384425202,1.8751602172851562,0.986657427672125,0.08062329787203634,0.028866200455437294,0.0663471528415022,0.864041961727654,0.1402861288795105,0.10774664276460096,0.11480302156720855,0.9612217599734661,3.4602402919402486,0.048530719382051175,2.4687805175781254,0.7007104280360945,7.544293812462037,0.17109182021685082,5.628976266043525,0.9174283989113047,0.9676042379467175,0.06891768076543571,0.7944811827560952,0.9446372657265206,0.6514629243711213,0.0786790971462707,0.5787685339791432
Dataset_3772,multi_output,ALL,xgboost,42,4,0.9787117803092347,1.253583677546498,0.00682036821298421,0.6285597157297464,0.8279396055322149,4.010802714417854,0.0236040649388998,1.7375627691813875,0.9838901257421024,0.027611301958991755,0.03451412744873969,0.01946245830634544,0.9529348115925884,0.03754786973070853,0.0682688540558337,0.03198191438402449,0.9825826296707638,0.7733781350184035,0.0368275302389716,0.5880813598632812,0.9531676581331594,0.9427930490786706,0.06285286993857804,0.7781426565987724,0.9891459420191926,0.07023610814597987,0.024294745121404313,0.05148172496927203,0.9079544121520255,0.21815569717383346,0.09358888767646222,0.17952513613019683,0.974164948274331,2.625902909136612,0.03682893280696511,2.000390088311558,0.8085811907818317,8.568992366380055,0.16801945816431485,5.83404606410435,0.9637752558397832,0.5984854720333477,0.047955566669338756,0.4833829471982759,0.5170599550014701,2.46316897729463,0.2443620017157371,1.8641180746895927
Dataset_3772,multi_output,ALL,xgboost,123,0,0.9626786776277646,1.7425674438595178,0.00948078043449139,0.818004796762126,0.911855402491681,2.1428531872143397,0.012196090991544336,1.1705347711563112,0.9887641276195893,0.022961365862099486,0.028701707327624358,0.015512670917170386,0.9215036403920129,0.049970419144401826,0.09994083828880365,0.037698142528533936,0.9790563082825181,0.8256745948120445,0.039317837848192594,0.6623415265764508,0.9442849930450964,1.2289829195998163,0.07229311291763625,0.9648056030273438,0.9861253613889805,0.08381974552234628,0.02899333985553313,0.0716142710277013,0.9627389296884338,0.11075979560037431,0.06632323089842773,0.07151942110061638,0.953692815537739,3.6799222630185735,0.051611812945562045,2.561452146257674,0.9308257198634992,4.352081070496652,0.07662114560733543,3.574857711791994,0.9057547753099964,0.9754932647414896,0.07597299569637768,0.7791033690316337,0.7999237294693631,1.57902674892447,0.13158556241037253,1.2037929773330687
Dataset_3772,multi_output,ALL,xgboost,123,1,0.9739263780407731,1.611196983351785,0.009107953552016873,0.7683370210614698,0.7899182988982792,3.2632067396859012,0.017758948243188577,1.5992282980169565,0.9857154620771413,0.026314383851355677,0.032892979814194596,0.019098587447199326,0.9187312678584818,0.04020058193270932,0.12181994525063432,0.034759498834609985,0.9862552245925004,0.6542921918558099,0.032714609592790496,0.5373419399919181,0.8791278049405841,1.7517630224475458,0.1251259301748247,1.406597682407924,0.9903023062323042,0.06936445886556389,0.023993240700644722,0.05794564661486398,0.8738069771649567,0.19335806369134065,0.13216545706858554,0.15091193335396902,0.9554132432423089,3.468977546590906,0.053866110971908486,2.6513839826912715,0.8718488105445669,6.678472992466815,0.11168015037569924,4.657265799386159,0.95194565405961,0.7158011104929416,0.050982985077844836,0.575914948562096,0.4060766339828068,2.35221438311903,0.2545686561817132,1.7466065761021206
Dataset_3772,multi_output,ALL,xgboost,123,2,0.9722199839878879,1.6981670596113334,0.009239211423347842,0.7408777083980628,0.8376531414317743,2.037125260248984,0.011983794695270219,1.232375572037696,0.9819868579336924,0.027994071945978177,0.03499258993247272,0.020731425922492448,0.9851063394229933,0.026023174823007134,0.041972862617753445,0.019408836620194565,0.9816410254563266,0.7382748767137678,0.03515594651017942,0.5483427376582705,0.9508119221248378,1.3708338128657298,0.08063728310974881,1.1866956438337053,0.9860414438735253,0.07966908521817148,0.027557622005593734,0.05568124047641097,0.9320401213224303,0.18709126989828878,0.07860977726818856,0.14757482147216816,0.9561911844882646,3.6564069897164093,0.051282005465868294,2.4948058661099144,0.9288106240300368,3.6881991940147145,0.08739808516622549,3.098417009626112,0.9552394081876305,0.7052404643152962,0.05023080230165927,0.5848272718232252,0.3914967002585725,2.287294830929247,0.2575782467262665,1.7097815486363004
Dataset_3772,multi_output,ALL,xgboost,123,3,0.9744907396541981,1.2035676488548754,0.006548602474861938,0.6501890468778283,0.7517132926843331,4.1694421186982735,0.023879966315568574,2.143209443698611,0.9793938639935057,0.028253125057358646,0.035763449439694485,0.02066672321023613,0.9697520303327866,0.04431133579547528,0.06817128583919276,0.039205570391246246,0.9931640972715412,0.4577104746721571,0.021795736889150336,0.39490377491918105,0.8136013263340899,2.5159385516168165,0.16772923677445442,1.8642163957868303,0.9868929567144673,0.07577347068715347,0.027129778262496775,0.06288804429152918,0.9776860799148922,0.11359815859325967,0.0537361204320055,0.08458352988106858,0.9770818883699047,2.507111600894335,0.03868999384096196,2.0678644745925387,0.7465747878643259,8.812242265788532,0.14190406225102303,7.28517063685826,0.9359208919215717,0.8609460557730754,0.061320944143381434,0.7046222173756566,0.25095223897557073,1.7090375429751266,0.2906526433631168,1.4428710855756486
Dataset_3772,multi_output,ALL,xgboost,123,4,0.970697494771235,0.977577570315745,0.005318702776473041,0.5604195038795471,0.8450960725975344,4.67444797505007,0.02644367242773135,1.7492073966503152,0.97954151381976,0.029148755236308714,0.04484423882509034,0.023219143522196794,0.9100023543178705,0.06578171280324428,0.0981816609003646,0.046258995362690514,0.9802077845575037,0.798932453017403,0.042049076474600156,0.5906161604256466,0.9668483225236059,0.8851339402583284,0.05532087126614552,0.73419189453125,0.9801199318392855,0.0930073007241735,0.035813361849893526,0.07142126228069437,0.9592870153622034,0.1472570246329611,0.06742537757919466,0.10863879939488008,0.9886797105592572,1.8459344298884477,0.025889683448645832,1.4167260005556297,0.5453736892855472,10.303223475331523,0.2279726402330241,6.631357421875005,0.9249385330803689,0.8503073197793619,0.062156967820128806,0.7001149526135675,0.8439689814984457,1.5120950424446131,0.131258250212206,1.2255898720877512
