feature,importance_mean,importance_std
Plunging Speed,14.10188741492346,1.3210990305763144
Composite Volume Fraction (%),10.8011687637736,0.87114636003311
Rotational Speed,9.783460427005107,0.8085767036944896
Tool Shape,7.110166238673021,0.7580381625258633
